Text: Данный, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: бланк, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: использовать, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: только, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: после, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: заполни, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: них, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: у, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: длинная, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: шея, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: за, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: счет, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: этого, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: они, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: получают, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: больше, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: солнечных, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: лучей, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: из-за, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: этого, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: повышается, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: давление, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: человек, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: ниже, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: жирафа, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: не, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: имеет, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
Text: такой, Number: 24, Confidence: 0.32, Bbox: [23.3955020904541, 816.3579711914062, 2272.7060546875, 2590.0]
