Text: Данный, Number: none, Confidence: none, Bbox: none
Text: бланк, Number: none, Confidence: none, Bbox: none
Text: использовать, Number: none, Confidence: none, Bbox: none
Text: только, Number: none, Confidence: none, Bbox: none
Text: после, Number: none, Confidence: none, Bbox: none
Text: заполнения, Number: none, Confidence: none, Bbox: none
Text: обоих, Number: none, Confidence: none, Bbox: none
Text: листов, Number: none, Confidence: none, Bbox: none
Text: ТОВ, Number: none, Confidence: none, Bbox: none
Text: ОСНОВНОГО, Number: none, Confidence: none, Bbox: none
Text: бланка, Number: none, Confidence: none, Bbox: none
Text: ОТВЕТОВ, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Безусловный, Number: none, Confidence: none, Bbox: none
Text: рефлекс, Number: none, Confidence: none, Bbox: none
Text: смолотечение, Number: none, Confidence: none, Bbox: none
Text: изображен, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: пищике, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: предме, Number: none, Confidence: none, Bbox: none
Text: имеющие, Number: none, Confidence: none, Bbox: none
Text: срабатывает, Number: none, Confidence: none, Bbox: none
Text: поедании, Number: none, Confidence: none, Bbox: none
Text: пищи, Number: none, Confidence: none, Bbox: none
Text: собакой, Number: none, Confidence: none, Bbox: none
Text: родительный, Number: none, Confidence: none, Bbox: none
Text: центр, Number: none, Confidence: none, Bbox: none
Text: безмолвного, Number: none, Confidence: none, Bbox: none
Text: самостоятельного, Number: none, Confidence: none, Bbox: none
Text: рефлекса, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: прикатываться, Number: none, Confidence: none, Bbox: none
Text: мозге, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: разгар, Number: none, Confidence: none, Bbox: none
Text: серые, Number: none, Confidence: none, Bbox: none
Text: располагают, Number: none, Confidence: none, Bbox: none
Text: плиты, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: нашей, Number: none, Confidence: none, Bbox: none
Text: передается, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: чувствительному, Number: none, Confidence: none, Bbox: none
Text: серыми, Number: none, Confidence: none, Bbox: none
Text: Так, Number: none, Confidence: none, Bbox: none
Text: как, Number: none, Confidence: none, Bbox: none
Text: собака, Number: none, Confidence: none, Bbox: none
Text: ела, Number: none, Confidence: none, Bbox: none
Text: небелый, Number: none, Confidence: none, Bbox: none
Text: раз, Number: none, Confidence: none, Bbox: none
Text: когда, Number: none, Confidence: none, Bbox: none
Text: могла, Number: none, Confidence: none, Bbox: none
Text: настоящ, Number: none, Confidence: none, Bbox: none
Text: у, Number: none, Confidence: none, Bbox: none
Text: выработали, Number: none, Confidence: none, Bbox: none
Text: условий, Number: none, Confidence: none, Bbox: none
Text: редким, Number: none, Confidence: none, Bbox: none
Text: Теперь, Number: none, Confidence: none, Bbox: none
Text: при, Number: none, Confidence: none, Bbox: none
Text: внимании, Number: none, Confidence: none, Bbox: none
Text: напоим, Number: none, Confidence: none, Bbox: none
Text: рецепторы, Number: none, Confidence: none, Bbox: none
Text: пустила, Number: none, Confidence: none, Bbox: none
Text: шаги, Number: none, Confidence: none, Bbox: none
Text: возбуждаются, Number: none, Confidence: none, Bbox: none
Text: шибал, Number: none, Confidence: none, Bbox: none
Text: чувствительности, Number: none, Confidence: none, Bbox: none
Text: нейрон, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: нему, Number: none, Confidence: none, Bbox: none
Text: сигнал, Number: none, Confidence: none, Bbox: none
Text: дождит, Number: none, Confidence: none, Bbox: none
Text: могла, Number: none, Confidence: none, Bbox: none
Text: спазм, Number: none, Confidence: none, Bbox: none
Text: золистая, Number: none, Confidence: none, Bbox: none
