Text: (25), Number: 24, Confidence: 0.70, Bbox: [42.69769287109375, 1501.5255126953125, 2287.085693359375, 2193.55810546875]
Text: рижское, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: е, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: артериальное, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: давление, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: у, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: жирафов, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: в, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: сонных, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: артериях, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: необходимо, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: для, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: того, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: чтобы, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: с, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: более, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: большей, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: скоростью, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: кровь, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: распространялась, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: не, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: только, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: по, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: вечер, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: мозгу, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: всему, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: организму, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: но, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: и, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: к, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: не, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: было, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: высокого, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: давления, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: если, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: весь, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: с, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: затруднением, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: дождика, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: до, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: кровь, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: для, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: то, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: бы, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: мира, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: или, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: бы, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: вообще, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: не, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: успевала, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: так, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: конечности, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: ности, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: жирафагода, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: опора, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: на, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: кон, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: которая, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: удерживает, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: его, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: все, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: высокое, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: давление, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
Text: в, Number: 22, Confidence: 0.31, Bbox: [33.32867431640625, 131.04783630371094, 2278.75390625, 1517.4046630859375]
