Text: ВНИМАНИЕ, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: Данный, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: бланк, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: использовать, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: только, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: после, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: заполнения, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: обоих, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: листов, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: основного, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: бланка, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: ответов, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: -с, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: а, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: -с, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: Соединительная, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: ткань, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: у, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: жирафы, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: имеет, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: болту, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: большую, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: изнизу, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: чем, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: у, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: для, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: защ, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: ать, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: защищать, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: артерии, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: очень, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
Text: высоким, Number: 22, Confidence: 0.35, Bbox: [0.0, 43.75164794921875, 2293.77685546875, 1163.2054443359375]
