Text: девочки, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: хлоп, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: норм, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: раз, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: неком, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: без, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: гор, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: -с, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: ря, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: ф, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: задав, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: безгипертрих., Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: с, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: анналам, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: с, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: гиперон, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: фенотип, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: генотип, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: норм, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: разн, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: аналогия, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: гипюровая, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: гипертрихоз, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: -с, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: фенотип, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: -де, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: девочки, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: норм, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: гипертоник, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: мальчики, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: а, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: -с, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: Я, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: ехав, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: а, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: линотип, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: с, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: атамане, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: биотип, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: норм, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: раз, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: к, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: галстучник, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: с, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: аномален, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: гипертрих.-фенотин, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: линотип, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: с, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: аномален, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: без, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: гипертрихоз, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: норм, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: раз, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: гипертрихоз, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: -с, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: 6:(хав), Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: -де, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: мальчики, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: с, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: Жаном, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: без, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: гиперон, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: августа, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: генотип, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: саном, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: с, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: гиперон, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: фенотип, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: девочки, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: норм, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: р, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: ед, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: к, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: без, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: гипюр, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: норм, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: к, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: гиперон, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: ответ, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: Возможно, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: рождение, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: в, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: первом, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: браке, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: ребенка, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: с, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: нормальным, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: развитием, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: кисти, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: и, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: с, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: гипертрихозом, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: девочка, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: х, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: ответ, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: нет, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: так, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: как, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: мать, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
Text: была, Number: 28, Confidence: 0.92, Bbox: [30.997718811035156, 30.70107078552246, 2297.215087890625, 2577.224365234375]
