Text: аномалия, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: кисти, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: нормальные, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: усни, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: нормальные, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: нормальные, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: кисти, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: уши, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: ха, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: в, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: захрапи, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: дочь, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: норм, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: кисти, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: норм, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: уши, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: -с, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: дочь, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: норм, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: кисти, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: норм, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: уши, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: сын, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: аномален, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: кисти, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: корм, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: уши, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: сын, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: аномален, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: кисти, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: и, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: гипертрихоз, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: -с, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: В, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: первом, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: браке, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: возможно, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: рождение, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: ребенка, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: с, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: нормальным, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: развитием, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: кисти, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: и, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: с, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: гипертрихозом, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: -с, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: (хлёу),, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: в, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: результат, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: кроссинговера, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: материнских, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: хромосом, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: году, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: и, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: отцовской, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: хромосомы, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
Text: хромосомы, Number: 28, Confidence: 0.84, Bbox: [30.799129486083984, 15.214807510375977, 2275.659912109375, 1737.745849609375]
