Text: Задание, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: -де, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: -с, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: Отрицательный, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: контроль, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: не, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: является, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: адекватным, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: так, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: как, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: сам, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: отрицательный, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: контроль, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: подразумевает, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: под, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: собой, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: воздействие, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: на, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: изучаемый, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: объект, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: следовательно, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: всм, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: пункт, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: -с, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: -с, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: Отрицательный, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: контроль, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: -с, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: вносить, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
Text: противовирусный, Number: 24, Confidence: 0.37, Bbox: [0.0, 1710.8524169921875, 2267.47900390625, 2590.0]
