Text: -с, Number: none, Confidence: none, Bbox: none
Text: бланк, Number: none, Confidence: none, Bbox: none
Text: использовать, Number: none, Confidence: none, Bbox: none
Text: только, Number: none, Confidence: none, Bbox: none
Text: после, Number: none, Confidence: none, Bbox: none
Text: заполнения, Number: none, Confidence: none, Bbox: none
Text: обоих, Number: none, Confidence: none, Bbox: none
Text: листов, Number: none, Confidence: none, Bbox: none
Text: основного, Number: none, Confidence: none, Bbox: none
Text: бланка, Number: none, Confidence: none, Bbox: none
Text: ответов, Number: none, Confidence: none, Bbox: none
Text: no26, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Так, Number: none, Confidence: none, Bbox: none
Text: получилось, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
Text: когда, Number: none, Confidence: none, Bbox: none
Text: сумчатые, Number: none, Confidence: none, Bbox: none
Text: повидали, Number: none, Confidence: none, Bbox: none
Text: территории, Number: none, Confidence: none, Bbox: none
Text: своей, Number: none, Confidence: none, Bbox: none
Text: ниши, Number: none, Confidence: none, Bbox: none
Text: то, Number: none, Confidence: none, Bbox: none
Text: становились, Number: none, Confidence: none, Bbox: none
Text: жертвами, Number: none, Confidence: none, Bbox: none
Text: различных, Number: none, Confidence: none, Bbox: none
Text: сразу, Number: none, Confidence: none, Bbox: none
Text: Вязников, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Поэтому, Number: none, Confidence: none, Bbox: none
Text: сумчатые, Number: none, Confidence: none, Bbox: none
Text: остались, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: предала, Number: none, Confidence: none, Bbox: none
Text: своей, Number: none, Confidence: none, Bbox: none
Text: экологи, Number: none, Confidence: none, Bbox: none
Text: пиши, Number: none, Confidence: none, Bbox: none
Text: га, Number: none, Confidence: none, Bbox: none
Text: условия, Number: none, Confidence: none, Bbox: none
Text: их, Number: none, Confidence: none, Bbox: none
Text: них, Number: none, Confidence: none, Bbox: none
Text: достаточно, Number: none, Confidence: none, Bbox: none
Text: еды, Number: none, Confidence: none, Bbox: none
Text: половичка, Number: none, Confidence: none, Bbox: none
Text: партнеров, Number: none, Confidence: none, Bbox: none
Text: помер, Number: none, Confidence: none, Bbox: none
Text: портные, Number: none, Confidence: none, Bbox: none
Text: ожижения, Number: none, Confidence: none, Bbox: none
Text: тал, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: контуру, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: настоящий, Number: none, Confidence: none, Bbox: none
Text: момент, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: вид, Number: none, Confidence: none, Bbox: none
Text: А, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: стручки, Number: none, Confidence: none, Bbox: none
Text: глагол, Number: none, Confidence: none, Bbox: none
Text: таем, Number: none, Confidence: none, Bbox: none
Text: он, Number: none, Confidence: none, Bbox: none
Text: занимает, Number: none, Confidence: none, Bbox: none
Text: только, Number: none, Confidence: none, Bbox: none
Text: определенную, Number: none, Confidence: none, Bbox: none
Text: экологи, Number: none, Confidence: none, Bbox: none
Text: пейсу, Number: none, Confidence: none, Bbox: none
Text: нигде, Number: none, Confidence: none, Bbox: none
Text: его, Number: none, Confidence: none, Bbox: none
Text: нельзя, Number: none, Confidence: none, Bbox: none
Text: встретить, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Полезные, Number: none, Confidence: none, Bbox: none
Text: признаки, Number: none, Confidence: none, Bbox: none
Text: сумчатых, Number: none, Confidence: none, Bbox: none
Text: принадлежит, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: находятся, Number: none, Confidence: none, Bbox: none
Text: пределах, Number: none, Confidence: none, Bbox: none
Text: оптимума, Number: none, Confidence: none, Bbox: none
Text: только, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: условиях, Number: none, Confidence: none, Bbox: none
Text: обитания, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: опред, Number: none, Confidence: none, Bbox: none
Text: месте, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Теория, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: дрейф, Number: none, Confidence: none, Bbox: none
Text: континентов, Number: none, Confidence: none, Bbox: none
Text: дрейф., Number: none, Confidence: none, Bbox: none
Text: континентов., Number: none, Confidence: none, Bbox: none
