Text: аномалией, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: рапа, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: нор, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: раз, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: без, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: гипертрихоза, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: Жаном, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: гипертрихоз, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: а, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: -с, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: хр, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: пор, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: а, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: -де, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: а, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: а, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: в, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: у, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: 1x've, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: Жаном, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: у, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: капом, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: гипюр, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: и, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: пор, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: раз, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: гипюр, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: р, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: п, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: х, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: х, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: х, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: зв, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: Жаном, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: Жаном, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: гипюр, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: -с, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: а, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: а, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: а, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: а, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: апрель, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: а, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: г, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: капом, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: гипюр, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: ответ, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: рождение, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: не, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: ребенка, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: в, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: первом, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: браке, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: с, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: нормальным, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: ро, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: развив, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: вием, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: кисти, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: и, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: с, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: гипертрихозом, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: возможно, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: так, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: как, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: чень, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: А, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: переходит, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: от, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: матери, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: а, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: ген, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: в, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: от, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: отца, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: переходит, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: от, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: матери,, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: а, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: ген, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: в, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: от, Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
Text: отца., Number: 28, Confidence: 0.59, Bbox: [5.151466369628906, 378.7598571777344, 2277.359619140625, 1638.0296630859375]
