Text: -де, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: -с, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: Такой, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: отрицательный, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: контроль, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: не, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: является, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: адекватным, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: так, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: клетки, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: продолжали, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: подвергаться, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: воздействию, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: препарата, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: при, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: отр, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: контроле, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: объект, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: не, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: должен, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: подвергаться, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: эксперимент, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: воздействию, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: -с, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: Отрицательный, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: контроль, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: не, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: добавлять, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: лекарственное, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: средство, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: герц, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: -с, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: г, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: после, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: заражения, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: клеток, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: вирусами, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: измерить, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: голово, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: целостных, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: вирусных, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: частиц, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: в, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: живом, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: образце, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: гроз, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: кажды, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: -с, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: г, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: не, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: подвергая, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: воздействию, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: препарата, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: -с, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: Остальные, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: параметры, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: питание, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: живого, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: образца, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: среда, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: освещение, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: и, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: другие, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: оставить, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: на, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: постоянном, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: уравнен, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: -де, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: -с, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: Тестируемый, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: препарат, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: не, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: разрушает, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: вирусные, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: частицы, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: -с, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: гас, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: после, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: измерения, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: кол, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: ва, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: вирусных, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: частиц, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: каждые, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: анг, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: после, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: внесения, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: препарата, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: исследователь, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: не, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: заметил, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: значительного, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: вирусных, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: частиц, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: -с, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: они, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: не, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: разрушились, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: -с, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: Электронная, Number: 22, Confidence: 0.44, Bbox: [27.303810119628906, 64.31898498535156, 2292.117919921875, 1660.5328369140625]
Text: позволяет, Number: 24, Confidence: 0.45, Bbox: [41.25668716430664, 1648.5604248046875, 2309.46435546875, 2590.0]
Text: исследователь, Number: 24, Confidence: 0.45, Bbox: [41.25668716430664, 1648.5604248046875, 2309.46435546875, 2590.0]
Text: установить, Number: 24, Confidence: 0.45, Bbox: [41.25668716430664, 1648.5604248046875, 2309.46435546875, 2590.0]
Text: копов, Number: 24, Confidence: 0.45, Bbox: [41.25668716430664, 1648.5604248046875, 2309.46435546875, 2590.0]
Text: целых, Number: 24, Confidence: 0.45, Bbox: [41.25668716430664, 1648.5604248046875, 2309.46435546875, 2590.0]
Text: неразрешенных, Number: 24, Confidence: 0.45, Bbox: [41.25668716430664, 1648.5604248046875, 2309.46435546875, 2590.0]
Text: вирусных, Number: 24, Confidence: 0.45, Bbox: [41.25668716430664, 1648.5604248046875, 2309.46435546875, 2590.0]
