Text: (26), Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: -с, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: трассера, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: больше, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: уровни, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: презрим, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: согласных, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: со, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: совиных, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: меня, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: прогалы, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: облаками, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: на, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: одной, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: территории, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: колпине, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: пенн, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: -с, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: ф, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: распространи, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: сумчан, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: животах, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: сыгровок, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: разучили, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: континента, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: (нория-дрей), Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: континентов, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: европии, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: -с, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: Кри, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: порушим, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: интинское, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: происходит, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: географии, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: сущ, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
Text: акулья, Number: 22, Confidence: 0.41, Bbox: [0.0, 0.0, 2282.56982421875, 1166.683837890625]
