Text: -де, Number: none, Confidence: none, Bbox: none
Text: пригод, Number: none, Confidence: none, Bbox: none
Text: имеет, Number: none, Confidence: none, Bbox: none
Text: длинную, Number: none, Confidence: none, Bbox: none
Text: высокую, Number: none, Confidence: none, Bbox: none
Text: змею, Number: none, Confidence: none, Bbox: none
Text: Чтобы, Number: none, Confidence: none, Bbox: none
Text: прово, Number: none, Confidence: none, Bbox: none
Text: циркулировала, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: вверх, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: сонной, Number: none, Confidence: none, Bbox: none
Text: артерии, Number: none, Confidence: none, Bbox: none
Text: сердцу, Number: none, Confidence: none, Bbox: none
Text: нужно, Number: none, Confidence: none, Bbox: none
Text: прилагать, Number: none, Confidence: none, Bbox: none
Text: больше, Number: none, Confidence: none, Bbox: none
Text: дарий, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: соответству, Number: none, Confidence: none, Bbox: none
Text: гнать, Number: none, Confidence: none, Bbox: none
Text: кровь, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: большим, Number: none, Confidence: none, Bbox: none
Text: вовлекаем, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: В, Number: none, Confidence: none, Bbox: none
Text: месте, Number: none, Confidence: none, Bbox: none
Text: обитания, Number: none, Confidence: none, Bbox: none
Text: жирафа, Number: none, Confidence: none, Bbox: none
Text: у, Number: none, Confidence: none, Bbox: none
Text: большинстварастений, Number: none, Confidence: none, Bbox: none
Text: видоизменены, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: комочки, Number: none, Confidence: none, Bbox: none
Text: А, Number: none, Confidence: none, Bbox: none
Text: так, Number: none, Confidence: none, Bbox: none
Text: как, Number: none, Confidence: none, Bbox: none
Text: он, Number: none, Confidence: none, Bbox: none
Text: растительноядное, Number: none, Confidence: none, Bbox: none
Text: животное, Number: none, Confidence: none, Bbox: none
Text: ему, Number: none, Confidence: none, Bbox: none
Text: приходиться, Number: none, Confidence: none, Bbox: none
Text: питаться, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: этими, Number: none, Confidence: none, Bbox: none
Text: колючками, Number: none, Confidence: none, Bbox: none
Text: В, Number: none, Confidence: none, Bbox: none
Text: этом, Number: none, Confidence: none, Bbox: none
Text: ему, Number: none, Confidence: none, Bbox: none
Text: помогает, Number: none, Confidence: none, Bbox: none
Text: соединительная, Number: none, Confidence: none, Bbox: none
Text: тако, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: плотность, Number: none, Confidence: none, Bbox: none
Text: вокруг, Number: none, Confidence: none, Bbox: none
Text: капилляров, Number: none, Confidence: none, Bbox: none
Text: больше, Number: none, Confidence: none, Bbox: none
Text: чтобы, Number: none, Confidence: none, Bbox: none
Text: защитить, Number: none, Confidence: none, Bbox: none
Text: жирафа, Number: none, Confidence: none, Bbox: none
Text: от, Number: none, Confidence: none, Bbox: none
Text: кра, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: их, Number: none, Confidence: none, Bbox: none
Text: повреждении, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: также, Number: none, Confidence: none, Bbox: none
Text: уменьшить, Number: none, Confidence: none, Bbox: none
Text: чувствительность, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: При, Number: none, Confidence: none, Bbox: none
Text: пытанном, Number: none, Confidence: none, Bbox: none
Text: артериальном, Number: none, Confidence: none, Bbox: none
Text: давлении, Number: none, Confidence: none, Bbox: none
Text: сердце, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: детей, Number: none, Confidence: none, Bbox: none
Text: выпевает, Number: none, Confidence: none, Bbox: none
Text: настолько, Number: none, Confidence: none, Bbox: none
Text: быстро, Number: none, Confidence: none, Bbox: none
Text: качать, Number: none, Confidence: none, Bbox: none
Text: большой, Number: none, Confidence: none, Bbox: none
Text: объем, Number: none, Confidence: none, Bbox: none
Text: крови, Number: none, Confidence: none, Bbox: none
Text: Поэтому, Number: none, Confidence: none, Bbox: none
Text: кровь, Number: none, Confidence: none, Bbox: none
Text: застаивается, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: нижних, Number: none, Confidence: none, Bbox: none
Text: конечно, Number: none, Confidence: none, Bbox: none
Text: тлях, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: из-за, Number: none, Confidence: none, Bbox: none
Text: силы, Number: none, Confidence: none, Bbox: none
Text: причинения, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: образует, Number: none, Confidence: none, Bbox: none
Text: этих, Number: none, Confidence: none, Bbox: none
Text: Частота, Number: none, Confidence: none, Bbox: none
Text: заболевания, Number: none, Confidence: none, Bbox: none
Text: тобо, Number: none, Confidence: none, Bbox: none
Text: зн, Number: none, Confidence: none, Bbox: none
Text: 002=0,0001, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: 1:2:1, Number: none, Confidence: none, Bbox: none
Text: зн, Number: none, Confidence: none, Bbox: none
Text: htt=99998, Number: none, Confidence: none, Bbox: none
Text: Вы, Number: none, Confidence: none, Bbox: none
Text: частота, Number: none, Confidence: none, Bbox: none
Text: мутантного, Number: none, Confidence: none, Bbox: none
Text: амали, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: о, Number: none, Confidence: none, Bbox: none
Text: 4999, Number: none, Confidence: none, Bbox: none
Text: частота, Number: none, Confidence: none, Bbox: none
Text: норм, Number: none, Confidence: none, Bbox: none
Text: аллея, Number: none, Confidence: none, Bbox: none
Text: А, Number: none, Confidence: none, Bbox: none
Text: г, Number: none, Confidence: none, Bbox: none
Text: о, Number: none, Confidence: none, Bbox: none
Text: 4999, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: генотипическое, Number: none, Confidence: none, Bbox: none
Text: расщепление, Number: none, Confidence: none, Bbox: none
Text: тобой, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: 0,0001, Number: none, Confidence: none, Bbox: none
Text: мутация, Number: none, Confidence: none, Bbox: none
Text: 9999-, Number: none, Confidence: none, Bbox: none
Text: норме, Number: none, Confidence: none, Bbox: none
Text: 9999-, Number: none, Confidence: none, Bbox: none
Text: норме, Number: none, Confidence: none, Bbox: none
