Text: no22., Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: тыквой, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: отрицательный, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: контроль, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: нельзя, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: считать, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: досквоиным., Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: порицательный, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: контроль, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: предполагает, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: что, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: изучаемый, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: объект, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: не, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: подверженное, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: как-либо, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: воздействием, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: на, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: него, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: и, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: остальные, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: параметры, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: сох, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: роняются, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: В, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: данном, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: же, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: случае, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: изучаемый, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: объект, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: подвергается, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: воздействию, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: набавленный, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: противовес, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: ный, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: препарат, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: тве, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: имеется, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: независимая, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
Text: переменная, Number: 22, Confidence: 0.53, Bbox: [40.20446014404297, 127.26179504394531, 2310.0, 1710.1085205078125]
