Text: (22), Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: -с, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: Такой, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: отрицательный, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: контроль, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: не, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: является, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: сделвытным,, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: так, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: как, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: вирус, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: наука, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: иммунное, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: визита, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: человека, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: ослабляет, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: иммунную, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: систему, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: чего, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: человека, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: и, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: не, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: заражает, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: клетки, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: пробив, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: которых, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: боролся, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: бы, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: противовирутри, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: ный, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: препарат, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: с, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: Отрицательный, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: консольное, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: зараженные, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: иммунодефицитом, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: клетки, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: воздействию, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: препарата, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: Остальные, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: параметры, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: оставить, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: без, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: изменений, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: а, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: Поставленный, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: экспериментатором, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: отрицательный, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: контроль, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: не, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: является, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: адекватным, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: так, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
Text: как, Number: 24, Confidence: 0.32, Bbox: [35.594173431396484, 1767.8138427734375, 2274.536865234375, 2578.435302734375]
