Text: Такой, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: осушительный, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: контроль, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: является, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: ненормальным, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: так, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: как, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: его, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: отрицательный, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: контроль, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: не, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: дали, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: предполаг, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: о, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: зависимости, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: лекарственного, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: препарат, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: номечешева, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: вирусных, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: то, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: есть, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: становился, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: не, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: Ахеном, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: что, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: повеяло, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: ное, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: количество, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: вирусных, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: частиц, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: многозвенный, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: препарат, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
Text: который, Number: 22, Confidence: 0.67, Bbox: [66.37403869628906, 41.64682388305664, 2291.271728515625, 1068.55322265625]
