Text: -с, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: помашу, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: кипень, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: нет, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: гиперкинез, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: норм, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: кисть, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: нет, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: гипербол, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: а, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: -с, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: -с, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: а, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: бденья, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: пошлом, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: княжье, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: нет, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: гипербол, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: сын, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: запороши, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: кипень, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: нет, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: гиперстен, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: Адольф, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: парки, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: коленья, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: нет, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: ликеры, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: гусыни, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: корн, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: кием, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: нет, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: гиперстен, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: -с, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: в, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: первом, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: факел, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: ино, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: возможно, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: мне, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: ребенка, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: рождение, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: ме, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: венка, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: кака, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: аборальным, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: гл, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: гипертрихозом, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: Это, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: бут, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: развития, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: летет, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: сын, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: ха, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: хв, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: который, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: побился, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: при, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: имении, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: пошлины, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: манеры, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: еха, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: ха, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: с, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: рецессивном, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: признаком, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: нормального, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: развития, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: киски, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: а, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: кометы, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: (некросоверной), Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: гонца, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: УБ, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: с, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: долинам, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: каким, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: призн, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: при, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: знаком, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: анализ, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: развит, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: конечное, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: рецепт, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: массивным, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: признаком, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: гипертрихоз, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: хозя, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: Задание, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: -де, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: -с, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: Такой, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: результат, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: нек, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
Text: п, Number: 28, Confidence: 0.87, Bbox: [30.793943405151367, 0.0, 2307.94580078125, 2106.892578125]
