Text: Данный, Number: none, Confidence: none, Bbox: none
Text: бланк, Number: none, Confidence: none, Bbox: none
Text: использовать, Number: none, Confidence: none, Bbox: none
Text: только, Number: none, Confidence: none, Bbox: none
Text: после, Number: none, Confidence: none, Bbox: none
Text: заполнения, Number: none, Confidence: none, Bbox: none
Text: мнения, Number: none, Confidence: none, Bbox: none
Text: обоих, Number: none, Confidence: none, Bbox: none
Text: ЛИСТОВ, Number: none, Confidence: none, Bbox: none
Text: ОСНОВНОГО, Number: none, Confidence: none, Bbox: none
Text: бланка, Number: none, Confidence: none, Bbox: none
Text: ОТВЕТОВ, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: Генетическая, Number: none, Confidence: none, Bbox: none
Text: информация, Number: none, Confidence: none, Bbox: none
Text: вируса, Number: none, Confidence: none, Bbox: none
Text: находится, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: ринк, Number: none, Confidence: none, Bbox: none
Text: неизвестно, Number: none, Confidence: none, Bbox: none
Text: какую, Number: none, Confidence: none, Bbox: none
Text: часть, Number: none, Confidence: none, Bbox: none
Text: клетки, Number: none, Confidence: none, Bbox: none
Text: паразит, Number: none, Confidence: none, Bbox: none
Text: вирус, Number: none, Confidence: none, Bbox: none
Text: (24), Number: none, Confidence: none, Bbox: none
Text: На, Number: none, Confidence: none, Bbox: none
Text: рисунке, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: Центр, Number: none, Confidence: none, Bbox: none
Text: безусловного, Number: none, Confidence: none, Bbox: none
Text: слюноотделения, Number: none, Confidence: none, Bbox: none
Text: больших, Number: none, Confidence: none, Bbox: none
Text: полушаре, Number: none, Confidence: none, Bbox: none
Text: находится, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: никогда, Number: none, Confidence: none, Bbox: none
Text: коре, Number: none, Confidence: none, Bbox: none
Text: Для, Number: none, Confidence: none, Bbox: none
Text: того, Number: none, Confidence: none, Bbox: none
Text: чтобы, Number: none, Confidence: none, Bbox: none
Text: безусловный, Number: none, Confidence: none, Bbox: none
Text: рефлекс, Number: none, Confidence: none, Bbox: none
Text: работал, Number: none, Confidence: none, Bbox: none
Text: нужен, Number: none, Confidence: none, Bbox: none
Text: раздражитель, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: для, Number: none, Confidence: none, Bbox: none
Text: инстинкта, Number: none, Confidence: none, Bbox: none
Text: нет, Number: none, Confidence: none, Bbox: none
Text: Раздражается, Number: none, Confidence: none, Bbox: none
Text: рецептор, Number: none, Confidence: none, Bbox: none
Text: глаз, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: дендриту, Number: none, Confidence: none, Bbox: none
Text: идет, Number: none, Confidence: none, Bbox: none
Text: сигнал, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: чувстви, Number: none, Confidence: none, Bbox: none
Text: нейрон, Number: none, Confidence: none, Bbox: none
Text: он, Number: none, Confidence: none, Bbox: none
Text: идет, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: Задний, Number: none, Confidence: none, Bbox: none
Text: корешок, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: вставотпередает, Number: none, Confidence: none, Bbox: none
Text: синапсу, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: ному, Number: none, Confidence: none, Bbox: none
Text: нейрону, Number: none, Confidence: none, Bbox: none
Text: передается, Number: none, Confidence: none, Bbox: none
Text: сигнал, Number: none, Confidence: none, Bbox: none
Text: двигательному, Number: none, Confidence: none, Bbox: none
Text: нейрону, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: переднем, Number: none, Confidence: none, Bbox: none
Text: корешке, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: аксону, Number: none, Confidence: none, Bbox: none
Text: передает, Number: none, Confidence: none, Bbox: none
Text: коре, Number: none, Confidence: none, Bbox: none
Text: сигнал, Number: none, Confidence: none, Bbox: none
Text: контактны, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: начинает, Number: none, Confidence: none, Bbox: none
Text: работать, Number: none, Confidence: none, Bbox: none
Text: рабочий, Number: none, Confidence: none, Bbox: none
Text: орган, Number: none, Confidence: none, Bbox: none
Text: лимонная, Number: none, Confidence: none, Bbox: none
Text: шелеп, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: Жираф, Number: none, Confidence: none, Bbox: none
Text: достаточно, Number: none, Confidence: none, Bbox: none
Text: большой, Number: none, Confidence: none, Bbox: none
Text: сравнении, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: человека, Number: none, Confidence: none, Bbox: none
Text: беком, Number: none, Confidence: none, Bbox: none
Text: человека, Number: none, Confidence: none, Bbox: none
Text: еком., Number: none, Confidence: none, Bbox: none
