Text: как, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: их, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: симптомы, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: могут, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: совпадать, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: с, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: другими, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: заболеванием, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: заболеванием, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: заболевание, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: но, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: лекарства, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: от, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: них, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: не, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: помогают, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: (24), Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: -с, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: На, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: рисунке, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: А, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: отображен, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: безусловный, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: рефлекс, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: сажаемые, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: и, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: отсутствует, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: безразличный, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: раздражитель, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: Я, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: Под, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: цифрой, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: Л, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: расположен, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: рефлекторный, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: центр, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: безусловного, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: слюноотделительного, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: продолговатый, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: мозг, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: -с, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: безусловный, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: реформе, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: может, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: быть, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: практически, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: у, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: всех, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: живых, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: организмов, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: а, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: инстинкты, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: бывают, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: в, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: основном, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: у, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: животных, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: так, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: как, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: к, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: абстрактному, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: мышлению, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: способен, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: только, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: человек, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: -с, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: -с, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: раздражение, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: рецепторов, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: анализатора, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: -с, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: поступление, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: раздражения, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: в, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: долю, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: коры, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: больших, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: полушарий, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: -с, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: обработка, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: информации, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: в, Number: 22, Confidence: 0.34, Bbox: [31.177783966064453, 79.46672821044922, 2270.640869140625, 1338.739501953125]
Text: коре, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: полушарий, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: а, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: поступление, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: сигнала, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: в, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: слюнные, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: желу, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: выделение, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: слюны, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: слюнными, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: железами, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: У, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: в, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: сонных, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: артериях, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: такое, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: высокое, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: АД, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: артериальное, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: давление, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: так, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: как, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: жирафы, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: имеют, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: длинную, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: шлю, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: соответствующего, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: осилю, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: со, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: находятся, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: на, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: большей, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: высоте, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: от, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: земли, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: а, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: с, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: увеличением, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: высоты, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: растет, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: давление, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: -с, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: Соединительная, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: ткань, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: вокруг, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: капилляров, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: имеет, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: большую, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: плотность, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: так, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: как, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: у, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: жирафов, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: более, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: высокое, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: АД, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: артериальное, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: давление, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: из-за, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: чего, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: кровь, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: движется, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: быстрее, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: и, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: сильнее, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: давит, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: на, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: стенки, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: кровенационнох, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: быстрее, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: и, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: сильнее, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: давит, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: на, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: стенки, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
Text: кровенационнох, Number: 24, Confidence: 0.34, Bbox: [0.0, 9.996033668518066, 2288.194091796875, 1307.048583984375]
