Text: аномалия, Number: 28, Confidence: 0.39, Bbox: [48.4479866027832, 13.454458236694336, 1016.1362915039062, 260.20111083984375]
Text: норма, Number: 28, Confidence: 0.39, Bbox: [48.4479866027832, 13.454458236694336, 1016.1362915039062, 260.20111083984375]
Text: кисти, Number: 28, Confidence: 0.39, Bbox: [48.4479866027832, 13.454458236694336, 1016.1362915039062, 260.20111083984375]
Text: в, Number: 28, Confidence: 0.39, Bbox: [48.4479866027832, 13.454458236694336, 1016.1362915039062, 260.20111083984375]
Text: гипертрихоза, Number: 28, Confidence: 0.39, Bbox: [48.4479866027832, 13.454458236694336, 1016.1362915039062, 260.20111083984375]
Text: ампер, Number: 28, Confidence: 0.39, Bbox: [48.4479866027832, 13.454458236694336, 1016.1362915039062, 260.20111083984375]
Text: -с, Number: 28, Confidence: 0.39, Bbox: [48.4479866027832, 13.454458236694336, 1016.1362915039062, 260.20111083984375]
Text: гипсе, Number: 28, Confidence: 0.39, Bbox: [48.4479866027832, 13.454458236694336, 1016.1362915039062, 260.20111083984375]
Text: трихом, Number: 28, Confidence: 0.39, Bbox: [48.4479866027832, 13.454458236694336, 1016.1362915039062, 260.20111083984375]
Text: найти, Number: 28, Confidence: 0.39, Bbox: [48.4479866027832, 13.454458236694336, 1016.1362915039062, 260.20111083984375]
Text: х, Number: 28, Confidence: 0.39, Bbox: [48.4479866027832, 13.454458236694336, 1016.1362915039062, 260.20111083984375]
Text: генотипы, Number: 28, Confidence: 0.39, Bbox: [48.4479866027832, 13.454458236694336, 1016.1362915039062, 260.20111083984375]
Text: Возможно, Number: 28, Confidence: 0.39, Bbox: [48.4479866027832, 13.454458236694336, 1016.1362915039062, 260.20111083984375]
Text: (срокотачь), Number: 28, Confidence: 0.97, Bbox: [46.98613739013672, 280.9698181152344, 2299.55126953125, 2590.0]
Text: дочерей, Number: 28, Confidence: 0.97, Bbox: [46.98613739013672, 280.9698181152344, 2299.55126953125, 2590.0]
Text: (2):, Number: 28, Confidence: 0.97, Bbox: [46.98613739013672, 280.9698181152344, 2299.55126953125, 2590.0]
Text: -с, Number: 28, Confidence: 0.97, Bbox: [46.98613739013672, 280.9698181152344, 2299.55126953125, 2590.0]
Text: норма, Number: 28, Confidence: 0.97, Bbox: [46.98613739013672, 280.9698181152344, 2299.55126953125, 2590.0]
Text: кисти, Number: 28, Confidence: 0.97, Bbox: [46.98613739013672, 280.9698181152344, 2299.55126953125, 2590.0]
Text: гипертрихоз, Number: 28, Confidence: 0.97, Bbox: [46.98613739013672, 280.9698181152344, 2299.55126953125, 2590.0]
Text: -де, Number: 28, Confidence: 0.97, Bbox: [46.98613739013672, 280.9698181152344, 2299.55126953125, 2590.0]
Text: Вари, Number: 28, Confidence: 0.97, Bbox: [46.98613739013672, 280.9698181152344, 2299.55126953125, 2590.0]
Text: уложены, Number: 28, Confidence: 0.97, Bbox: [46.98613739013672, 280.9698181152344, 2299.55126953125, 2590.0]
Text: ные, Number: 28, Confidence: 0.97, Bbox: [46.98613739013672, 280.9698181152344, 2299.55126953125, 2590.0]
Text: генотипы, Number: 28, Confidence: 0.97, Bbox: [46.98613739013672, 280.9698181152344, 2299.55126953125, 2590.0]
Text: В, Number: 28, Confidence: 0.97, Bbox: [46.98613739013672, 280.9698181152344, 2299.55126953125, 2590.0]
Text: дочерей, Number: 28, Confidence: 0.97, Bbox: [46.98613739013672, 280.9698181152344, 2299.55126953125, 2590.0]
Text: -де, Number: 28, Confidence: 0.97, Bbox: [46.98613739013672, 280.9698181152344, 2299.55126953125, 2590.0]
