Text: -с, Number: none, Confidence: none, Bbox: none
Text: приведенный, Number: none, Confidence: none, Bbox: none
Text: отрицательный, Number: none, Confidence: none, Bbox: none
Text: контроль, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: является, Number: none, Confidence: none, Bbox: none
Text: адекватным, Number: none, Confidence: none, Bbox: none
Text: так, Number: none, Confidence: none, Bbox: none
Text: необходимо, Number: none, Confidence: none, Bbox: none
Text: было, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: подвергать, Number: none, Confidence: none, Bbox: none
Text: изучаемый, Number: none, Confidence: none, Bbox: none
Text: объект, Number: none, Confidence: none, Bbox: none
Text: воздействию, Number: none, Confidence: none, Bbox: none
Text: из, Number: none, Confidence: none, Bbox: none
Text: я, Number: none, Confidence: none, Bbox: none
Text: исследователь, Number: none, Confidence: none, Bbox: none
Text: внес, Number: none, Confidence: none, Bbox: none
Text: противовирусная, Number: none, Confidence: none, Bbox: none
Text: крепа, Number: none, Confidence: none, Bbox: none
Text: арат, Number: none, Confidence: none, Bbox: none
Text: вий, Number: none, Confidence: none, Bbox: none
Text: влияющий, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: количество, Number: none, Confidence: none, Bbox: none
Text: вирусных, Number: none, Confidence: none, Bbox: none
Text: частиц, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Отрицательный, Number: none, Confidence: none, Bbox: none
Text: контроль, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: из, Number: none, Confidence: none, Bbox: none
Text: мерить, Number: none, Confidence: none, Bbox: none
Text: количество, Number: none, Confidence: none, Bbox: none
Text: вирусных, Number: none, Confidence: none, Bbox: none
Text: частиц, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: образа, Number: none, Confidence: none, Bbox: none
Text: резце, Number: none, Confidence: none, Bbox: none
Text: добавления, Number: none, Confidence: none, Bbox: none
Text: лекарственного, Number: none, Confidence: none, Bbox: none
Text: крепа, Number: none, Confidence: none, Bbox: none
Text: рата, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Все, Number: none, Confidence: none, Bbox: none
Text: остальные, Number: none, Confidence: none, Bbox: none
Text: условия, Number: none, Confidence: none, Bbox: none
Text: необх, Number: none, Confidence: none, Bbox: none
Text: обходило, Number: none, Confidence: none, Bbox: none
Text: сохранить, Number: none, Confidence: none, Bbox: none
Text: доставить, Number: none, Confidence: none, Bbox: none
Text: одинаковыми, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: контроль, Number: none, Confidence: none, Bbox: none
Text: позволит, Number: none, Confidence: none, Bbox: none
Text: установить, Number: none, Confidence: none, Bbox: none
Text: влияет, Number: none, Confidence: none, Bbox: none
Text: ли, Number: none, Confidence: none, Bbox: none
Text: лекарственный, Number: none, Confidence: none, Bbox: none
Text: препарат, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: ко, Number: none, Confidence: none, Bbox: none
Text: качество, Number: none, Confidence: none, Bbox: none
Text: вирусных, Number: none, Confidence: none, Bbox: none
Text: частиц, Number: none, Confidence: none, Bbox: none
Text: (23), Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Тестируемый, Number: none, Confidence: none, Bbox: none
Text: препарат, Number: none, Confidence: none, Bbox: none
Text: разрушает, Number: none, Confidence: none, Bbox: none
Text: ви, Number: none, Confidence: none, Bbox: none
Text: ярусные, Number: none, Confidence: none, Bbox: none
Text: частицы, Number: none, Confidence: none, Bbox: none
Text: русско, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Об, Number: none, Confidence: none, Bbox: none
Text: этом, Number: none, Confidence: none, Bbox: none
Text: свидетельствует, Number: none, Confidence: none, Bbox: none
Text: вдует, Number: none, Confidence: none, Bbox: none
Text: русск, Number: none, Confidence: none, Bbox: none
Text: путных, Number: none, Confidence: none, Bbox: none
Text: частиц, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: образце, Number: none, Confidence: none, Bbox: none
Text: уменьшение, Number: none, Confidence: none, Bbox: none
Text: выметной, Number: none, Confidence: none, Bbox: none
Text: статистический, Number: none, Confidence: none, Bbox: none
Text: под, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Вирус, Number: none, Confidence: none, Bbox: none
Text: встречает, Number: none, Confidence: none, Bbox: none
Text: генетический, Number: none, Confidence: none, Bbox: none
Text: статистический, Number: none, Confidence: none, Bbox: none
Text: под, Number: none, Confidence: none, Bbox: none
Text: 4), Number: none, Confidence: none, Bbox: none
Text: Вирус, Number: none, Confidence: none, Bbox: none
Text: встречивает, Number: none, Confidence: none, Bbox: none
Text: свой, Number: none, Confidence: none, Bbox: none
Text: генетический, Number: none, Confidence: none, Bbox: none
