Text: Все, Number: 24, Confidence: 0.57, Bbox: [8.149819374084473, 1884.3701171875, 2286.523681640625, 2587.697998046875]
Text: бланки, Number: 24, Confidence: 0.57, Bbox: [8.149819374084473, 1884.3701171875, 2286.523681640625, 2587.697998046875]
Text: и, Number: 24, Confidence: 0.57, Bbox: [8.149819374084473, 1884.3701171875, 2286.523681640625, 2587.697998046875]
Text: контрольные, Number: 24, Confidence: 0.57, Bbox: [8.149819374084473, 1884.3701171875, 2286.523681640625, 2587.697998046875]
Text: измерительные, Number: 24, Confidence: 0.57, Bbox: [8.149819374084473, 1884.3701171875, 2286.523681640625, 2587.697998046875]
Text: материалы, Number: 24, Confidence: 0.57, Bbox: [8.149819374084473, 1884.3701171875, 2286.523681640625, 2587.697998046875]
Text: рассматриваются, Number: 24, Confidence: 0.57, Bbox: [8.149819374084473, 1884.3701171875, 2286.523681640625, 2587.697998046875]
Text: в, Number: 24, Confidence: 0.57, Bbox: [8.149819374084473, 1884.3701171875, 2286.523681640625, 2587.697998046875]
Text: комплекте, Number: 24, Confidence: 0.57, Bbox: [8.149819374084473, 1884.3701171875, 2286.523681640625, 2587.697998046875]
Text: -с, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: -де, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: -с, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: такой, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: контроль, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: не, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: является, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: адекватным, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: потому, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: пре, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: что, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: противовирусный, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: аппарат, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: не, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: влияет, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: на, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: вирус, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: и, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: иммунодефицита, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: -с, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: отрицательный, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: контроль, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: не, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: вводить, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: лекарственное, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: средство, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
Text: -с, Number: 23, Confidence: 0.30, Bbox: [5.627685546875, 113.49305725097656, 2299.0517578125, 1856.334716796875]
