Text: в, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: артериях, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: идя, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: от, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: сердца, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: смогла, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: дойти, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: до, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: нужного, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: места, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: моргана, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: Мозг, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: находится, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: далеко, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: от, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: сердца, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: значит, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: артериола, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: аульное, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: нужно, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: больше, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: силы, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: чтобы, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: дойти, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: где, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: до, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: него, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: повысить, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: удовле, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: ние, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: -с, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
Text: Плотный, Number: 24, Confidence: 0.30, Bbox: [21.36910057067871, 0.0, 2303.9814453125, 1213.9705810546875]
