Text: результаты, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: эксперимента, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: а, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: количество, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: вирусных, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: частиц, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: практически, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: не, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: изменяется, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: с, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: течением, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: времени, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: после, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: введения, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: средства, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: -с, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: метод, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: микроскопия, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: электронная, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: Она, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: позволит, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: пам, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: вирусную, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: частицу, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: увидеть, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: саму, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: и, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: проверить, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: влияет, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: ли, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: вирусных, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: частиц, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: средство, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: на, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: целостность, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: -с, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: Особенности, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: жизненных, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: циклов, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: вирусов, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: -с, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: Встраивание, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: в, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: клетку, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: и, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: выдры, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: выделения, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: в, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: клетки, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: собственной, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: анк, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: или, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: ранка, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: после, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: чего, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: происходит, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: Дик, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: клетки, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: После, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: этого, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: сама, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: клетка, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: встраивание, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: создает, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: Из-за, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: синтезирует, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: вирусные, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: частицы, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: этого, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: противовирусные, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: лекарства, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: должны, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: дейст, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: вковать, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: только, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: на, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: зараженные, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: вирусами, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: клетки, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: вирусов, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: что, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: г, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: Быстрое, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: и, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: многочисленное, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: размножение, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: быстрому, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: приводит, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: заражению, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: большого, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: количества, Number: 25, Confidence: 0.36, Bbox: [0.0, 99.61823272705078, 2268.89794921875, 1913.28662109375]
Text: клеток, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: некоторых, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: вирусов, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: супер, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: капи, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: дя, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: которая, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: -де, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: Наличие, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: также, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: защищает, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: колкого, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: вирус, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: no24, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: -с, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: Под, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: бух, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: вой, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: а, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: отображен, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: безусловный, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: рефлекс, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: (слюхоот, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: деление, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: на, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: безусловной, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: раздражитель, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: еду, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: и, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: отсутствует, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: безразличный, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: раздражитель, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: освет, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
Text: лампочки, Number: 24, Confidence: 0.30, Bbox: [8.979744911193848, 1871.6943359375, 2245.782470703125, 2589.860107421875]
