Text: no25, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: -с, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: Такое, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: высокое, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: артерии, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: давления, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: наблюдается, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: из-за, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: длинной, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: шей, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: животных, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: в, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: следствие, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: чего, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: для, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: доставки, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: крови, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: к, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: мозгу, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: требуется, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: большое, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: дальние, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: -с, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: Отечность, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: нижних, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: конечностей, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: возникает, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
Text: из-за, Number: 28, Confidence: 0.56, Bbox: [24.18936538696289, 260.1194152832031, 2310.0, 2509.134765625]
