Text: а, Number: 28, Confidence: 0.69, Bbox: [27.634544372558594, 3.4418444633483887, 2309.774658203125, 1157.6689453125]
Text: в, Number: 28, Confidence: 0.69, Bbox: [27.634544372558594, 3.4418444633483887, 2309.774658203125, 1157.6689453125]
Text: англия, Number: 28, Confidence: 0.69, Bbox: [27.634544372558594, 3.4418444633483887, 2309.774658203125, 1157.6689453125]
Text: из, Number: 28, Confidence: 0.69, Bbox: [27.634544372558594, 3.4418444633483887, 2309.774658203125, 1157.6689453125]
Text: англий, Number: 28, Confidence: 0.69, Bbox: [27.634544372558594, 3.4418444633483887, 2309.774658203125, 1157.6689453125]
Text: кисти, Number: 28, Confidence: 0.69, Bbox: [27.634544372558594, 3.4418444633483887, 2309.774658203125, 1157.6689453125]
Text: без, Number: 28, Confidence: 0.69, Bbox: [27.634544372558594, 3.4418444633483887, 2309.774658203125, 1157.6689453125]
Text: гипертрихоз, Number: 28, Confidence: 0.69, Bbox: [27.634544372558594, 3.4418444633483887, 2309.774658203125, 1157.6689453125]
Text: -с, Number: 28, Confidence: 0.69, Bbox: [27.634544372558594, 3.4418444633483887, 2309.774658203125, 1157.6689453125]
Text: aakk, Number: 28, Confidence: 0.69, Bbox: [27.634544372558594, 3.4418444633483887, 2309.774658203125, 1157.6689453125]
Text: маху, Number: 28, Confidence: 0.69, Bbox: [27.634544372558594, 3.4418444633483887, 2309.774658203125, 1157.6689453125]
Text: а, Number: 28, Confidence: 0.69, Bbox: [27.634544372558594, 3.4418444633483887, 2309.774658203125, 1157.6689453125]
Text: а, Number: 28, Confidence: 0.69, Bbox: [27.634544372558594, 3.4418444633483887, 2309.774658203125, 1157.6689453125]
Text: -с, Number: 28, Confidence: 0.69, Bbox: [27.634544372558594, 3.4418444633483887, 2309.774658203125, 1157.6689453125]
