Text: Все, Number: 24, Confidence: 0.55, Bbox: [46.61958694458008, 1050.73193359375, 2300.173828125, 2208.43603515625]
Text: бланки, Number: 24, Confidence: 0.55, Bbox: [46.61958694458008, 1050.73193359375, 2300.173828125, 2208.43603515625]
Text: и, Number: 24, Confidence: 0.55, Bbox: [46.61958694458008, 1050.73193359375, 2300.173828125, 2208.43603515625]
Text: контрольные, Number: 24, Confidence: 0.55, Bbox: [46.61958694458008, 1050.73193359375, 2300.173828125, 2208.43603515625]
Text: измерительные, Number: 24, Confidence: 0.55, Bbox: [46.61958694458008, 1050.73193359375, 2300.173828125, 2208.43603515625]
Text: материалы, Number: 24, Confidence: 0.55, Bbox: [46.61958694458008, 1050.73193359375, 2300.173828125, 2208.43603515625]
Text: рассматриваются, Number: 24, Confidence: 0.55, Bbox: [46.61958694458008, 1050.73193359375, 2300.173828125, 2208.43603515625]
Text: в, Number: 24, Confidence: 0.55, Bbox: [46.61958694458008, 1050.73193359375, 2300.173828125, 2208.43603515625]
Text: комплекте, Number: 24, Confidence: 0.55, Bbox: [46.61958694458008, 1050.73193359375, 2300.173828125, 2208.43603515625]
Text: -де, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: Такой, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: отрицательный, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: контроль, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: не, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: является, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: адекватным, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: таем, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: экспериментатор, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: купил, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: неизвестный, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: препарат, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: в, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: аптеке, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: предвари, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: которого, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: организм, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: он, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: не, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: знает, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: тельно, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: нужно, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: было, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: изучить, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: препарат, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: довериться, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: более, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: надежному, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: варианту, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: если, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: эксперимент, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: не, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: удается, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: -де, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: Препарат, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: работает, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: так, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: местами, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: число, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: вирусных, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: частиц, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: уменьшается, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: Одна, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: из, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: особенностей, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: вирусов, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: мешающих, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: разработке, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: препаратов, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: это, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: приспосабливай, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: ваяться, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: -с, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
Text: Веду, Number: 22, Confidence: 0.45, Bbox: [60.14588928222656, 44.10433578491211, 2307.931640625, 1028.072509765625]
