Text: Данный, Number: none, Confidence: none, Bbox: none
Text: бланк, Number: none, Confidence: none, Bbox: none
Text: использовать, Number: none, Confidence: none, Bbox: none
Text: только, Number: none, Confidence: none, Bbox: none
Text: после, Number: none, Confidence: none, Bbox: none
Text: заполнения, Number: none, Confidence: none, Bbox: none
Text: оооб, Number: none, Confidence: none, Bbox: none
Text: закладывающих, Number: none, Confidence: none, Bbox: none
Text: поведение, Number: none, Confidence: none, Bbox: none
Text: животного, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: зрительные, Number: none, Confidence: none, Bbox: none
Text: рецепторы, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: нерв, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: бутылочная, Number: none, Confidence: none, Bbox: none
Text: теменная, Number: none, Confidence: none, Bbox: none
Text: доля, Number: none, Confidence: none, Bbox: none
Text: кап, Number: none, Confidence: none, Bbox: none
Text: промежуточный, Number: none, Confidence: none, Bbox: none
Text: мозг, Number: none, Confidence: none, Bbox: none
Text: секреторные, Number: none, Confidence: none, Bbox: none
Text: клетки, Number: none, Confidence: none, Bbox: none
Text: слюнной, Number: none, Confidence: none, Bbox: none
Text: железы, Number: none, Confidence: none, Bbox: none
Text: 25.1), Number: none, Confidence: none, Bbox: none
Text: такое, Number: none, Confidence: none, Bbox: none
Text: высокое, Number: none, Confidence: none, Bbox: none
Text: артериальное, Number: none, Confidence: none, Bbox: none
Text: давление, Number: none, Confidence: none, Bbox: none
Text: необходимо, Number: none, Confidence: none, Bbox: none
Text: для, Number: none, Confidence: none, Bbox: none
Text: постоянного, Number: none, Confidence: none, Bbox: none
Text: притока, Number: none, Confidence: none, Bbox: none
Text: артериальной, Number: none, Confidence: none, Bbox: none
Text: крови, Number: none, Confidence: none, Bbox: none
Text: к, Number: none, Confidence: none, Bbox: none
Text: мозгу, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: поскольку, Number: none, Confidence: none, Bbox: none
Text: у, Number: none, Confidence: none, Bbox: none
Text: жирафа, Number: none, Confidence: none, Bbox: none
Text: длинная, Number: none, Confidence: none, Bbox: none
Text: шея, Number: none, Confidence: none, Bbox: none
Text: то, Number: none, Confidence: none, Bbox: none
Text: для, Number: none, Confidence: none, Bbox: none
Text: быстрой, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: эффективной, Number: none, Confidence: none, Bbox: none
Text: доставки, Number: none, Confidence: none, Bbox: none
Text: крови, Number: none, Confidence: none, Bbox: none
Text: увеличивается, Number: none, Confidence: none, Bbox: none
Text: сердечный, Number: none, Confidence: none, Bbox: none
Text: выброс, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: результате, Number: none, Confidence: none, Bbox: none
Text: давление, Number: none, Confidence: none, Bbox: none
Text: крови, Number: none, Confidence: none, Bbox: none
Text: возрастает, Number: none, Confidence: none, Bbox: none
Text: отек, Number: none, Confidence: none, Bbox: none
Text: нижних, Number: none, Confidence: none, Bbox: none
Text: конечностей, Number: none, Confidence: none, Bbox: none
Text: образуется, Number: none, Confidence: none, Bbox: none
Text: из-за, Number: none, Confidence: none, Bbox: none
Text: накопления, Number: none, Confidence: none, Bbox: none
Text: крови, Number: none, Confidence: none, Bbox: none
Text: венозный, Number: none, Confidence: none, Bbox: none
Text: отток, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: справляется, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: большим, Number: none, Confidence: none, Bbox: none
Text: количеством, Number: none, Confidence: none, Bbox: none
Text: крови, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: результате, Number: none, Confidence: none, Bbox: none
Text: чего, Number: none, Confidence: none, Bbox: none
Text: накапливается, Number: none, Confidence: none, Bbox: none
Text: жидкость, Number: none, Confidence: none, Bbox: none
