Text: Да, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: како, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: решение, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: цв, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: гипертрихоз, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: А, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: здоров, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: аденома, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: в, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: развитии, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: клет, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: м, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: -с, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: зацве, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: д, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: д, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: носитель, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: аномалия, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: -с, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: а, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: гипертрихоз, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: f.p., Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: -с, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: -де, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: -де, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: атомами, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: -с, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: -с, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: здоров, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: носитель, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: кома, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: ми, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: здоров, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: шпептриход, Number: 28, Confidence: 0.36, Bbox: [0.0, 0.6178746223449707, 590.60888671875, 577.427490234375]
Text: аномалия, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: гиперон, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: -с, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: р, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: а, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: нуликов, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: а, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: гномами, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
Text: -с, Number: 28, Confidence: 0.35, Bbox: [2.4260501861572266, 596.4373779296875, 2244.74462890625, 1958.7955322265625]
