Text: no25., Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: жирафыболее, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: и, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: большие, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: животные, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: по, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: сравнению, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: с, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: человеком, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: Чтобы, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: доставить, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: ив, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: В, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: разные, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: части, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: тела, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: при, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: этом, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: сохраняя, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: кровь, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: кров, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: остаточную, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: скорость, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: нужно, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: им, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: нужно, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: большее, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: давление, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: по, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: сравнению, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: с, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: чело, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: веком, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: так, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: например, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: со, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: чтобы, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: доставить, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: кровь, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: от, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: сердца, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: к, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: мозгу, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: нужно, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: крови, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: нужно, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: пройти, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: по, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: длинной, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: шее, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: для, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: этого, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: нужно, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: более, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: высокое, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: давление, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: чтобы, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: соед, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: обеспечить, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: так, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: крова, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: вверх, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: Плотность, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: ткани, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: у, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: парадов, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: больше, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: так, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: давление, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: у, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: них, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: тоже, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: больше, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: плотность, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: соед, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: ткани, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: обеспечивает, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: прочность, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: капилляров, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: не, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: позволяя, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: им, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: сипнуть, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: от, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: высокого, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: давления, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: крова, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: При, Number: 22, Confidence: 0.65, Bbox: [2.667123794555664, 60.26185607910156, 2274.96044921875, 1786.7381591796875]
Text: повышенном, Number: 22, Confidence: 0.32, Bbox: [0.0, 147.2609100341797, 2267.58544921875, 2590.0]
Text: давлении, Number: 24, Confidence: 0.32, Bbox: [5.79515266418457, 1845.06640625, 2274.68603515625, 2589.472900390625]
