Text: босс, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: бланки, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: и, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: контрольные, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: измерительные, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: материалы, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: рассматриваются, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: в, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: комплекте, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: б, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: -с, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: Такой, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: отрицательный, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: набрать, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: не, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: является, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: задека, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: актиний, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: так, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: как, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: он, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: не, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: позволяет, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: противоворус., Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: лый, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: препарат, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: тоже, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: оказывает, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: действие, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: на, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: количество, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: вирусных, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: частиц, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: Это, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: не, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: орошает, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: установить, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: действительно, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: ли, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: лекарство, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: действий, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: на, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: вирусы, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: -с, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: порицательный, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: контроль, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: личного, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: добавить, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: лекарстве, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: кое, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: средство, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: напрямую, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: к, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: сыворотке, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: с, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: вирусами, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: вир, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: бемит, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: Остальные, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: параметры, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: обежать, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: без, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: изменений, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: волгодонца, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: рассказчики, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: даллией, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: решение, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: дома, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: а, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: брал, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: хл./ук-, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: расцветки, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: места, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: ла, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: бацай, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: лет, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: развития, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: места, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: гиперболичная, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: а, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: дохожу, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: а, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: хруст, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: домашние, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: разв, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
Text: места, Number: 22, Confidence: 0.50, Bbox: [37.3817253112793, 72.474853515625, 2287.33251953125, 1539.2794189453125]
