Text: no22., Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: Мака, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: не, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: не, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: является, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: адекватным, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: потому, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: что, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: исследователь, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: остановил, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: заре, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: зара, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: Шарапове, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: клеток, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: человека, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: показателем, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: препаратом, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: Чтобы, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: поставить, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: отрицательный, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: дострели, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: сохранив, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: вс, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: все, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: условия, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: нужно, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: не, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: добавить, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: лекарственный, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: простра, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: -с, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: С, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: помощью, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: отрицательного, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: контроля, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: мы, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: строить, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: наддать, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: насколько, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: сильно, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: но, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: препарат, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: будет, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: впереть, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: на, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: в, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: клетке, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: до, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: человека, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: использования, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: ответных, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: препаратов, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: ав, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: Судье, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: по, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: таблица, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: де, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: мы, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
Text: может, Number: 25, Confidence: 0.47, Bbox: [64.91277313232422, 7.980376243591309, 2298.3544921875, 2590.0]
