Text: no22, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: продолжение, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: действию, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: лекарственного, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: припасов, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: г, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: Такой, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: отрицательный, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: контроль, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: не, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: позволяет, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: в, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: явном, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: виде, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: установить, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: зависимость, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: между, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: эффективностью, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: лекарственного, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: препарата, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: а, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: политиков, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: вирусных, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: частиц, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: -с, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: отрицательный, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: контроль, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: проходимо, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: не, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: добавлять, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: лекарственное, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: средство, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: к, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: зараженным, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: клеткам, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: и, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: измерить, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: количество, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: вирусных, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: частиц, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: вирусную, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: нагрузку, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: -с, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: Остальные, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: параметры, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: а, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: завешен, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: температуру, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: необходимо, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: оставить, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: без, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: изменений, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: -с, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: такой, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: отрицательный, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: контроля, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: позволяет, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: установить, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: действительно, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: мл, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: количество, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: вирусных, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: зависит, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: от, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: эффективности, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: лекарственного, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: препарата, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: no23, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: -с, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: да, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: можно, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: утверждать, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: что, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: тестируемый, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: препарат, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: разрушает, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: вирусного, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: далека, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: применении, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: -с, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: Так, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: как, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: у, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: каждые, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: не, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: было, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: а, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: Часта, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: роста, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: количества, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: вирусных, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: частиц, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: -с, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: Влияние, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: препарата, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
Text: на, Number: 22, Confidence: 0.43, Bbox: [59.04253387451172, 70.55552673339844, 2276.471923828125, 2159.520263671875]
