Text: (28), Number: 28, Confidence: 0.64, Bbox: [5.880615234375, 0.7691631317138672, 2300.853515625, 2369.240966796875]
Text: 1)pdf, Number: 28, Confidence: 0.64, Bbox: [5.880615234375, 0.7691631317138672, 2300.853515625, 2369.240966796875]
Text: а, Number: 28, Confidence: 0.64, Bbox: [5.880615234375, 0.7691631317138672, 2300.853515625, 2369.240966796875]
Text: -де, Number: 28, Confidence: 0.64, Bbox: [5.880615234375, 0.7691631317138672, 2300.853515625, 2369.240966796875]
Text: -де, Number: 28, Confidence: 0.64, Bbox: [5.880615234375, 0.7691631317138672, 2300.853515625, 2369.240966796875]
Text: х, Number: 28, Confidence: 0.64, Bbox: [5.880615234375, 0.7691631317138672, 2300.853515625, 2369.240966796875]
Text: а, Number: 28, Confidence: 0.64, Bbox: [5.880615234375, 0.7691631317138672, 2300.853515625, 2369.240966796875]
Text: буян, Number: 28, Confidence: 0.64, Bbox: [5.880615234375, 0.7691631317138672, 2300.853515625, 2369.240966796875]
Text: нет, Number: 28, Confidence: 0.64, Bbox: [5.880615234375, 0.7691631317138672, 2300.853515625, 2369.240966796875]
Text: гипертрихоза, Number: 28, Confidence: 0.64, Bbox: [5.880615234375, 0.7691631317138672, 2300.853515625, 2369.240966796875]
Text: НОРМАЛЬНОЕ, Number: 28, Confidence: 0.64, Bbox: [5.880615234375, 0.7691631317138672, 2300.853515625, 2369.240966796875]
Text: РАЗВИТИЕ, Number: 28, Confidence: 0.64, Bbox: [5.880615234375, 0.7691631317138672, 2300.853515625, 2369.240966796875]
Text: кисти, Number: 28, Confidence: 0.64, Bbox: [5.880615234375, 0.7691631317138672, 2300.853515625, 2369.240966796875]
Text: ГИПЕРТРИХОЗ, Number: 28, Confidence: 0.64, Bbox: [5.880615234375, 0.7691631317138672, 2300.853515625, 2369.240966796875]
Text: АНОМАЛИЯ, Number: 28, Confidence: 0.64, Bbox: [5.880615234375, 0.7691631317138672, 2300.853515625, 2369.240966796875]
Text: РАЗВИТИЯ, Number: 28, Confidence: 0.64, Bbox: [5.880615234375, 0.7691631317138672, 2300.853515625, 2369.240966796875]
Text: кисти, Number: 28, Confidence: 0.64, Bbox: [5.880615234375, 0.7691631317138672, 2300.853515625, 2369.240966796875]
Text: -с, Number: 28, Confidence: 0.64, Bbox: [5.880615234375, 0.7691631317138672, 2300.853515625, 2369.240966796875]
Text: как, Number: 28, Confidence: 0.64, Bbox: [5.880615234375, 0.7691631317138672, 2300.853515625, 2369.240966796875]
Text: гуано, Number: 28, Confidence: 0.64, Bbox: [5.880615234375, 0.7691631317138672, 2300.853515625, 2369.240966796875]
Text: некр, Number: 28, Confidence: 0.64, Bbox: [5.880615234375, 0.7691631317138672, 2300.853515625, 2369.240966796875]
