Text: no22., Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: -с, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: Такой, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: отрицательный, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: контроль, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: не, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: является, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: адекватная, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: потому, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: что, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: изучаемый, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: объект, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: не, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: должен, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: подвергаться, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: экспериментальному, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: воздействию, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: а, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: все, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: остальные, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: параметры, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: долины, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: остаться, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: неизменными, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: а, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: в, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: данном, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: случае, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: исследователь, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: добавил, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: аптечный, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: препарат, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: -с, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: следовательно, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: условия, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: для, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: отрицательного, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: контроля, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: были, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: не, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: соблюдены, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: -с, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: Поставить, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: отрицательный, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: контроль, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: в, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: эксперименте, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: не, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: добавляя, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: лекарственное, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: средство, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: зараженные, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: клетки, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: -с, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: Остальные, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: параметры, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: время, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: температуру, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: и, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: лтд, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: необходимо, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: оставить, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: без, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: изменений, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: no23., Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: -с, Number: 22, Confidence: 0.56, Bbox: [0.0, 3.11259126663208, 2290.69970703125, 795.6094970703125]
Text: нельзя, Number: 22, Confidence: 0.31, Bbox: [0.0, 3.7334299087524414, 2288.33154296875, 1450.4967041015625]
Text: потому, Number: 22, Confidence: 0.31, Bbox: [0.0, 3.7334299087524414, 2288.33154296875, 1450.4967041015625]
Text: что, Number: 22, Confidence: 0.31, Bbox: [0.0, 3.7334299087524414, 2288.33154296875, 1450.4967041015625]
Text: его, Number: 22, Confidence: 0.31, Bbox: [0.0, 3.7334299087524414, 2288.33154296875, 1450.4967041015625]
Text: содержание, Number: 22, Confidence: 0.31, Bbox: [0.0, 3.7334299087524414, 2288.33154296875, 1450.4967041015625]
Text: в, Number: 22, Confidence: 0.31, Bbox: [0.0, 3.7334299087524414, 2288.33154296875, 1450.4967041015625]
Text: клетках, Number: 22, Confidence: 0.31, Bbox: [0.0, 3.7334299087524414, 2288.33154296875, 1450.4967041015625]
Text: только, Number: 22, Confidence: 0.31, Bbox: [0.0, 3.7334299087524414, 2288.33154296875, 1450.4967041015625]
