Text: данный, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: бланк, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: использовать, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: только, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: из-за, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: апологические, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: -с, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: При, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: длительной, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: сердце, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: из, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: изнашивается, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: выстроен, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: что, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: приводит, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: к, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: его, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: ослаблению, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: из-за, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: чего, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: оно, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: уже, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: не, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: может, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: работать, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: так, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: же, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: элективное, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: Ухудшение, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: работы, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: сердца, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: приводит, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: году, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
Text: чадного, Number: 22, Confidence: 0.81, Bbox: [0.0, 19.579574584960938, 2266.890869140625, 1122.333740234375]
