Text: -де, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: Такой, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: вариант, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: проведения, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: отрицательного, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: контроля, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: не, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: является, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: адекватным, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: так, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: как, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: несмотря, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: на, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: отсутствие, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: экспериментального, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: воздействия, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: остальные, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: у, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: условия, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: опыта, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: не, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: сохранены, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: Правильный, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: вариант, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: постановки, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: отрицательного, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: контроля, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: клетки, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: человека, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: подвергаются, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: заражению, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: вирус, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: сами, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: но, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: без, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: последующего, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: внесения, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: какой-либо, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: ли, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: лекарственного, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: пары, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: том, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: что, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: остальные, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: условия, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: опыта, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: катаются, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: неизменными, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: -де, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: да, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: тестируемый, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: препарат, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: разрушает, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: вирусные, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: час, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: птицы, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: так, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: как, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: в, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: таблице, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: результатов, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: под, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: номерами, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: опытов, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: -де, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: и, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: можно, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: наблюдать, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: колебательные, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: снижения, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: зодчества, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
Text: вирусных, Number: 24, Confidence: 0.33, Bbox: [30.94510841369629, 2036.81884765625, 2244.704345703125, 2581.673828125]
