Text: Данный, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: бланк, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: использовать, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: только, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: после, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: заполнения, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: обоих, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: листов, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: основного, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: бланка, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: ответов, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: -с, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: а, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: no28., Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: а, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: скидывание, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: в, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: мастроюхочу, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: а, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: без, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: аномалией, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: кисти, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: с, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: воители, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: нести, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: раз, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: гипертрихоза, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: с, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: аналогии, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: кисти, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: ава, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: инертрипоз., Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: без, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: гномами, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: кисти, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: без, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: гипертрихоза, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: без, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: английский, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: кисты, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: а, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: (168), Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: аномалии, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: залепи, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: Авив, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: ленский, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: пол, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: приход, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: -с, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
Text: гипертрихоз, Number: 28, Confidence: 0.79, Bbox: [15.909870147705078, 88.54910278320312, 2310.0, 2590.0]
