Text: -с, Number: none, Confidence: none, Bbox: none
Text: Отрицательный, Number: none, Confidence: none, Bbox: none
Text: контроль, Number: none, Confidence: none, Bbox: none
Text: необходимо, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: добавлять, Number: none, Confidence: none, Bbox: none
Text: ный, Number: none, Confidence: none, Bbox: none
Text: препарат, Number: none, Confidence: none, Bbox: none
Text: который, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: является, Number: none, Confidence: none, Bbox: none
Text: противовес, Number: none, Confidence: none, Bbox: none
Text: вирусным, Number: none, Confidence: none, Bbox: none
Text: п, Number: none, Confidence: none, Bbox: none
Text: измерить, Number: none, Confidence: none, Bbox: none
Text: количество, Number: none, Confidence: none, Bbox: none
Text: вирусных, Number: none, Confidence: none, Bbox: none
Text: частиц, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: образце, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Остальные, Number: none, Confidence: none, Bbox: none
Text: параметры, Number: none, Confidence: none, Bbox: none
Text: температура, Number: none, Confidence: none, Bbox: none
Text: давление, Number: none, Confidence: none, Bbox: none
Text: оставить, Number: none, Confidence: none, Bbox: none
Text: без, Number: none, Confidence: none, Bbox: none
Text: изменения, Number: none, Confidence: none, Bbox: none
Text: no23, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: тестируемый, Number: none, Confidence: none, Bbox: none
Text: препарат, Number: none, Confidence: none, Bbox: none
Text: вирусные, Number: none, Confidence: none, Bbox: none
Text: частицы, Number: none, Confidence: none, Bbox: none
Text: разрушает, Number: none, Confidence: none, Bbox: none
Text: так, Number: none, Confidence: none, Bbox: none
Text: при, Number: none, Confidence: none, Bbox: none
Text: добавлении, Number: none, Confidence: none, Bbox: none
Text: препарата, Number: none, Confidence: none, Bbox: none
Text: уменьшается, Number: none, Confidence: none, Bbox: none
Text: количество, Number: none, Confidence: none, Bbox: none
Text: вирусных, Number: none, Confidence: none, Bbox: none
Text: частиц, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: образце, Number: none, Confidence: none, Bbox: none
Text: через, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: ч, Number: none, Confidence: none, Bbox: none
Text: часа, Number: none, Confidence: none, Bbox: none
Text: затем, Number: none, Confidence: none, Bbox: none
Text: их, Number: none, Confidence: none, Bbox: none
Text: рост, Number: none, Confidence: none, Bbox: none
Text: замедлится, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: платье, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: метод, Number: none, Confidence: none, Bbox: none
Text: который, Number: none, Confidence: none, Bbox: none
Text: позвонят, Number: none, Confidence: none, Bbox: none
Text: арат, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: вирусных, Number: none, Confidence: none, Bbox: none
Text: установить, Number: none, Confidence: none, Bbox: none
Text: влияет, Number: none, Confidence: none, Bbox: none
Text: ли, Number: none, Confidence: none, Bbox: none
Text: препацепостность, Number: none, Confidence: none, Bbox: none
Text: частиц, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: вопросы, Number: none, Confidence: none, Bbox: none
Text: внутри, Number: none, Confidence: none, Bbox: none
Text: белковой, Number: none, Confidence: none, Bbox: none
Text: апсида, Number: none, Confidence: none, Bbox: none
Text: могут, Number: none, Confidence: none, Bbox: none
Text: содержать, Number: none, Confidence: none, Bbox: none
Text: ринк, Number: none, Confidence: none, Bbox: none
Text: лаки, Number: none, Confidence: none, Bbox: none
Text: донка, Number: none, Confidence: none, Bbox: none
Text: или, Number: none, Confidence: none, Bbox: none
Text: вирусы, Number: none, Confidence: none, Bbox: none
Text: проходят, Number: none, Confidence: none, Bbox: none
Text: обратную, Number: none, Confidence: none, Bbox: none
Text: еще, Number: none, Confidence: none, Bbox: none
Text: транскрипцию, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: ринк, Number: none, Confidence: none, Bbox: none
Text: содержащие, Number: none, Confidence: none, Bbox: none
Text: процесса, Number: none, Confidence: none, Bbox: none
Text: возникать, Number: none, Confidence: none, Bbox: none
Text: кифович, Number: none, Confidence: none, Bbox: none
Text: при, Number: none, Confidence: none, Bbox: none
Text: считымогут, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: ходе, Number: none, Confidence: none, Bbox: none
Text: ванили, Number: none, Confidence: none, Bbox: none
Text: информации, Number: none, Confidence: none, Bbox: none
Text: лизании, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: результате, Number: none, Confidence: none, Bbox: none
Text: которых, Number: none, Confidence: none, Bbox: none
Text: образуется, Number: none, Confidence: none, Bbox: none
Text: новый, Number: none, Confidence: none, Bbox: none
Text: штамм, Number: none, Confidence: none, Bbox: none
Text: противовирусный, Number: none, Confidence: none, Bbox: none
Text: вируса, Number: none, Confidence: none, Bbox: none
Text: поэтому, Number: none, Confidence: none, Bbox: none
Text: прил, Number: none, Confidence: none, Bbox: none
Text: русскую, Number: none, Confidence: none, Bbox: none
Text: частицу, Number: none, Confidence: none, Bbox: none
Text: препарат, Number: none, Confidence: none, Bbox: none
Text: уже, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: будет, Number: none, Confidence: none, Bbox: none
Text: никто, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: ане, Number: none, Confidence: none, Bbox: none
Text: будет, Number: none, Confidence: none, Bbox: none
Text: изменяться, Number: none, Confidence: none, Bbox: none
Text: количество, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Частота, Number: none, Confidence: none, Bbox: none
Text: встречаемость, Number: none, Confidence: none, Bbox: none
Text: мутантного, Number: none, Confidence: none, Bbox: none
Text: генотипа, Number: none, Confidence: none, Bbox: none
Text: ваал, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: равновесной, Number: none, Confidence: none, Bbox: none
Text: популярны, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: 10000, Number: none, Confidence: none, Bbox: none
Text: Частота, Number: none, Confidence: none, Bbox: none
Text: весной, Number: none, Confidence: none, Bbox: none
Text: встречаемость, Number: none, Confidence: none, Bbox: none
Text: популяции, Number: none, Confidence: none, Bbox: none
Text: мутантного, Number: none, Confidence: none, Bbox: none
Text: заплетя, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: равно, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: 10,0001, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: 0,01, Number: none, Confidence: none, Bbox: none
Text: Частота, Number: none, Confidence: none, Bbox: none
Text: встречаемость, Number: none, Confidence: none, Bbox: none
Text: нормальных, Number: none, Confidence: none, Bbox: none
Text: 1-82=, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: 0,0001=, Number: none, Confidence: none, Bbox: none
Text: 0,9999, Number: none, Confidence: none, Bbox: none
Text: фенотипов, Number: none, Confidence: none, Bbox: none
Text: аба, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: аба, Number: none, Confidence: none, Bbox: none
Text: ем, Number: none, Confidence: none, Bbox: none
Text: пист, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: фенотипов, Number: none, Confidence: none, Bbox: none
Text: (А.А., Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: Аа), Number: none, Confidence: none, Bbox: none
Text: ем, Number: none, Confidence: none, Bbox: none
Text: пист, Number: none, Confidence: none, Bbox: none
Text: No4, Number: none, Confidence: none, Bbox: none
