Text: -с, Number: 22, Confidence: 0.63, Bbox: [23.91642951965332, 57.5319938659668, 2310.0, 1346.669677734375]
Text: -де, Number: 22, Confidence: 0.63, Bbox: [23.91642951965332, 57.5319938659668, 2310.0, 1346.669677734375]
Text: -с, Number: 22, Confidence: 0.63, Bbox: [23.91642951965332, 57.5319938659668, 2310.0, 1346.669677734375]
Text: Такой, Number: 22, Confidence: 0.63, Bbox: [23.91642951965332, 57.5319938659668, 2310.0, 1346.669677734375]
Text: отрицательный, Number: 22, Confidence: 0.63, Bbox: [23.91642951965332, 57.5319938659668, 2310.0, 1346.669677734375]
Text: контроль, Number: 22, Confidence: 0.63, Bbox: [23.91642951965332, 57.5319938659668, 2310.0, 1346.669677734375]
Text: не, Number: 22, Confidence: 0.63, Bbox: [23.91642951965332, 57.5319938659668, 2310.0, 1346.669677734375]
Text: является, Number: 22, Confidence: 0.63, Bbox: [23.91642951965332, 57.5319938659668, 2310.0, 1346.669677734375]
Text: задека, Number: 22, Confidence: 0.63, Bbox: [23.91642951965332, 57.5319938659668, 2310.0, 1346.669677734375]
Text: ватным, Number: 22, Confidence: 0.63, Bbox: [23.91642951965332, 57.5319938659668, 2310.0, 1346.669677734375]
Text: так, Number: 22, Confidence: 0.63, Bbox: [23.91642951965332, 57.5319938659668, 2310.0, 1346.669677734375]
Text: как, Number: 22, Confidence: 0.63, Bbox: [23.91642951965332, 57.5319938659668, 2310.0, 1346.669677734375]
Text: зараженные, Number: 22, Confidence: 0.63, Bbox: [23.91642951965332, 57.5319938659668, 2310.0, 1346.669677734375]
Text: клетки, Number: 22, Confidence: 0.63, Bbox: [23.91642951965332, 57.5319938659668, 2310.0, 1346.669677734375]
Text: в, Number: 22, Confidence: 0.63, Bbox: [23.91642951965332, 57.5319938659668, 2310.0, 1346.669677734375]
Text: нам, Number: 22, Confidence: 0.63, Bbox: [23.91642951965332, 57.5319938659668, 2310.0, 1346.669677734375]
Text: подвергаются, Number: 22, Confidence: 0.63, Bbox: [23.91642951965332, 57.5319938659668, 2310.0, 1346.669677734375]
Text: воздействию, Number: 22, Confidence: 0.63, Bbox: [23.91642951965332, 57.5319938659668, 2310.0, 1346.669677734375]
Text: препо, Number: 22, Confidence: 0.63, Bbox: [23.91642951965332, 57.5319938659668, 2310.0, 1346.669677734375]
