Text: босс, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: бланки, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: И, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: КОНТРОЛЬНЫЕ, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: ИЗМЕРИТЕЛЬНЫЕ, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: С, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: материалы, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: рассматриваются, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: в, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: комплекте, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: в, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: развитии, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: кисти, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: нормальное, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: развитие, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: кисти, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: х*/у*-, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: халупа, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: гипертрихоз, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: ахах, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: ХУ, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: нормальное, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: развитие, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: клети, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: нет, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: гипертрихоза, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: гномами, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: в, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: развитии, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: кисти, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: гипертрихоз, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: -некроссоверные, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: уб, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: -кроековерные, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: -с, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: песочины, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: и, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: фенотипы, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: возможных, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: дочерей, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: паранормальное, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: развитие, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: кисти, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: нет, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: гипертрихоза, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: тормоши, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: в, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: развитии, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: кисти, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: нет, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: гипертрихоза, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: и, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: фенотипы, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: возможных, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: сыновей, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: тонемами, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: в, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: обвитии, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: кисти, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
Text: гипертрихоз, Number: 28, Confidence: 0.46, Bbox: [3.7391109466552734, 242.91920471191406, 2279.1533203125, 2588.030517578125]
