Text: Да, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: На, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: финальный, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: -с, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: aaaa, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: дописанный, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: -с, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: А, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: Ада, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: доминантный, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: Доминантный, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: -с, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: Дала, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: доминошный, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: -с, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: да-да, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: аба, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: ада, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: аба, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: -с, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: -с, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: -с, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: -с, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: а, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: -де, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: -с, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: адама, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: -с, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: К, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: снижению, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: доли, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: рецессивных, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: гомозигот, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: может, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: привести, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: такой, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: фактор, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: как, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: размножение, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: особей, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: с, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: доминантным, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
Text: типом, Number: 28, Confidence: 0.45, Bbox: [29.17713165283203, 13.519759178161621, 878.8910522460938, 481.7702941894531]
