Text: а, Number: 22, Confidence: 0.78, Bbox: [15.447977066040039, 7.899112701416016, 2292.00927734375, 1053.04833984375]
Text: -с, Number: 22, Confidence: 0.78, Bbox: [15.447977066040039, 7.899112701416016, 2292.00927734375, 1053.04833984375]
Text: -с, Number: 22, Confidence: 0.78, Bbox: [15.447977066040039, 7.899112701416016, 2292.00927734375, 1053.04833984375]
Text: Такой, Number: 22, Confidence: 0.78, Bbox: [15.447977066040039, 7.899112701416016, 2292.00927734375, 1053.04833984375]
Text: отрицательный, Number: 22, Confidence: 0.78, Bbox: [15.447977066040039, 7.899112701416016, 2292.00927734375, 1053.04833984375]
Text: контроль, Number: 22, Confidence: 0.78, Bbox: [15.447977066040039, 7.899112701416016, 2292.00927734375, 1053.04833984375]
Text: не, Number: 22, Confidence: 0.78, Bbox: [15.447977066040039, 7.899112701416016, 2292.00927734375, 1053.04833984375]
Text: является, Number: 22, Confidence: 0.78, Bbox: [15.447977066040039, 7.899112701416016, 2292.00927734375, 1053.04833984375]
Text: адекватным, Number: 22, Confidence: 0.78, Bbox: [15.447977066040039, 7.899112701416016, 2292.00927734375, 1053.04833984375]
Text: так, Number: 22, Confidence: 0.78, Bbox: [15.447977066040039, 7.899112701416016, 2292.00927734375, 1053.04833984375]
Text: как, Number: 22, Confidence: 0.78, Bbox: [15.447977066040039, 7.899112701416016, 2292.00927734375, 1053.04833984375]
Text: объект, Number: 22, Confidence: 0.78, Bbox: [15.447977066040039, 7.899112701416016, 2292.00927734375, 1053.04833984375]
Text: подвергается, Number: 22, Confidence: 0.78, Bbox: [15.447977066040039, 7.899112701416016, 2292.00927734375, 1053.04833984375]
Text: экспериментальному, Number: 22, Confidence: 0.78, Bbox: [15.447977066040039, 7.899112701416016, 2292.00927734375, 1053.04833984375]
Text: воздействию, Number: 22, Confidence: 0.78, Bbox: [15.447977066040039, 7.899112701416016, 2292.00927734375, 1053.04833984375]
Text: В, Number: 22, Confidence: 0.78, Bbox: [15.447977066040039, 7.899112701416016, 2292.00927734375, 1053.04833984375]
Text: ходе, Number: 22, Confidence: 0.78, Bbox: [15.447977066040039, 7.899112701416016, 2292.00927734375, 1053.04833984375]
