Text: -с, Number: none, Confidence: none, Bbox: none
Text: В, Number: none, Confidence: none, Bbox: none
Text: первом, Number: none, Confidence: none, Bbox: none
Text: браке, Number: none, Confidence: none, Bbox: none
Text: может, Number: none, Confidence: none, Bbox: none
Text: родиться, Number: none, Confidence: none, Bbox: none
Text: мальчик, Number: none, Confidence: none, Bbox: none
Text: -ка, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: овощи, Number: none, Confidence: none, Bbox: none
Text: праз, Number: none, Confidence: none, Bbox: none
Text: знаками, Number: none, Confidence: none, Bbox: none
Text: так, Number: none, Confidence: none, Bbox: none
Text: его, Number: none, Confidence: none, Bbox: none
Text: женатик, Number: none, Confidence: none, Bbox: none
Text: образован, Number: none, Confidence: none, Bbox: none
Text: материнской, Number: none, Confidence: none, Bbox: none
Text: той, Number: none, Confidence: none, Bbox: none
Text: заметил, Number: none, Confidence: none, Bbox: none
Text: ах, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: отцовской, Number: none, Confidence: none, Bbox: none
Text: красковарной, Number: none, Confidence: none, Bbox: none
Text: залитой, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: В, Number: none, Confidence: none, Bbox: none
Text: первом, Number: none, Confidence: none, Bbox: none
Text: браке, Number: none, Confidence: none, Bbox: none
Text: может, Number: none, Confidence: none, Bbox: none
Text: родиться, Number: none, Confidence: none, Bbox: none
Text: мальчик, Number: none, Confidence: none, Bbox: none
Text: еха, Number: none, Confidence: none, Bbox: none
Text: у, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: нордом, Number: none, Confidence: none, Bbox: none
Text: развитием, Number: none, Confidence: none, Bbox: none
Text: скелета, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: гипертрихозом, Number: none, Confidence: none, Bbox: none
Text: так, Number: none, Confidence: none, Bbox: none
Text: его, Number: none, Confidence: none, Bbox: none
Text: генотип, Number: none, Confidence: none, Bbox: none
Text: Все, Number: none, Confidence: none, Bbox: none
Text: состоит, Number: none, Confidence: none, Bbox: none
Text: из, Number: none, Confidence: none, Bbox: none
Text: кроссоверов, Number: none, Confidence: none, Bbox: none
Text: гаметы, Number: none, Confidence: none, Bbox: none
Text: отца, Number: none, Confidence: none, Bbox: none
Text: ау, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: двумя, Number: none, Confidence: none, Bbox: none
Text: рецессивными, Number: none, Confidence: none, Bbox: none
Text: аллелями, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: гаметы, Number: none, Confidence: none, Bbox: none
Text: матери, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: рецессивным, Number: none, Confidence: none, Bbox: none
Text: аллелям, Number: none, Confidence: none, Bbox: none
Text: нормального, Number: none, Confidence: none, Bbox: none
Text: развития, Number: none, Confidence: none, Bbox: none
Text: скелета, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Наиболее, Number: none, Confidence: none, Bbox: none
Text: древний, Number: none, Confidence: none, Bbox: none
Text: предок, Number: none, Confidence: none, Bbox: none
Text: сумчатых, Number: none, Confidence: none, Bbox: none
Text: обитал, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: Южной, Number: none, Confidence: none, Bbox: none
Text: америке, Number: none, Confidence: none, Bbox: none
Text: гневу, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Суда, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: филогенетическому, Number: none, Confidence: none, Bbox: none
Text: духовку, Number: none, Confidence: none, Bbox: none
Text: сумчатые, Number: none, Confidence: none, Bbox: none
Text: из, Number: none, Confidence: none, Bbox: none
Text: Южной, Number: none, Confidence: none, Bbox: none
Text: Америки, Number: none, Confidence: none, Bbox: none
Text: более, Number: none, Confidence: none, Bbox: none
Text: сходны, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: общем, Number: none, Confidence: none, Bbox: none
Text: предкам, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: менее, Number: none, Confidence: none, Bbox: none
Text: растлен, Number: none, Confidence: none, Bbox: none
Text: ные, Number: none, Confidence: none, Bbox: none
Text: нити, Number: none, Confidence: none, Bbox: none
Text: сумчатые, Number: none, Confidence: none, Bbox: none
Text: из, Number: none, Confidence: none, Bbox: none
Text: Австралии, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Раньше, Number: none, Confidence: none, Bbox: none
Text: Южная, Number: none, Confidence: none, Bbox: none
Text: Америка, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: Австралия, Number: none, Confidence: none, Bbox: none
Text: входили, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: состав, Number: none, Confidence: none, Bbox: none
Text: одного, Number: none, Confidence: none, Bbox: none
Text: материка, Number: none, Confidence: none, Bbox: none
Text: (гандвана), Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: определенные, Number: none, Confidence: none, Bbox: none
Text: группы, Number: none, Confidence: none, Bbox: none
Text: сумчатых, Number: none, Confidence: none, Bbox: none
Text: могла, Number: none, Confidence: none, Bbox: none
Text: мигрировать, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: территорий, Number: none, Confidence: none, Bbox: none
Text: будущей, Number: none, Confidence: none, Bbox: none
Text: Южной, Number: none, Confidence: none, Bbox: none
Text: Америки, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: территории, Number: none, Confidence: none, Bbox: none
Text: будущей, Number: none, Confidence: none, Bbox: none
Text: Австралии, Number: none, Confidence: none, Bbox: none
Text: из-за, Number: none, Confidence: none, Bbox: none
Text: отсутствия, Number: none, Confidence: none, Bbox: none
Text: как-либо, Number: none, Confidence: none, Bbox: none
Text: природ, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Дрейф, Number: none, Confidence: none, Bbox: none
Text: континентов, Number: none, Confidence: none, Bbox: none
Text: ли, Number: none, Confidence: none, Bbox: none
Text: а, Number: none, Confidence: none, Bbox: none
Text: мяска, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: кормомбезразличный, Number: none, Confidence: none, Bbox: none
Text: раз, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: На, Number: none, Confidence: none, Bbox: none
Text: рисунке, Number: none, Confidence: none, Bbox: none
Text: безразличный, Number: none, Confidence: none, Bbox: none
Text: раз-, Number: none, Confidence: none, Bbox: none
Text: 24), Number: none, Confidence: none, Bbox: none
Text: 1), Number: none, Confidence: none, Bbox: none
Text: На, Number: none, Confidence: none, Bbox: none
Text: рисунке, Number: none, Confidence: none, Bbox: none
Text: [, Number: none, Confidence: none, Bbox: none
