Text: в, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: духах, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: хочу, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: хауса, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: есть, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: аномии, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: нет, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: аномии, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: нет, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: гиперон, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: нет, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: гиперон, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: -с, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: дядя, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: духа, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: нет, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: аномии, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: метаном, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: есть, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: канами, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: есть, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: аномии, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: нет, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: гиперон, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: нет, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: гиперон, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: нет, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: гиперон, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: нет, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: гиперон, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: В, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: первом, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: браке, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: возможно, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: рождение, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: ребенка, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: нормальным, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: развитием, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: кисти, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: и, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: с, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: гипертрихозомазара, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: с, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: гипертрихозом-, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
Text: Азара, Number: 28, Confidence: 0.77, Bbox: [3.388615608215332, 12.744421005249023, 2301.9140625, 1158.1590576171875]
