Text: босс, Number: 24, Confidence: 0.45, Bbox: [25.446603775024414, 1983.4556884765625, 2269.8359375, 2588.41943359375]
Text: бланки, Number: 24, Confidence: 0.45, Bbox: [25.446603775024414, 1983.4556884765625, 2269.8359375, 2588.41943359375]
Text: И, Number: 24, Confidence: 0.45, Bbox: [25.446603775024414, 1983.4556884765625, 2269.8359375, 2588.41943359375]
Text: КОНТРОЛЬНЫЕ, Number: 24, Confidence: 0.45, Bbox: [25.446603775024414, 1983.4556884765625, 2269.8359375, 2588.41943359375]
Text: ИЗМЕРИТЕЛЬНЫЕ, Number: 24, Confidence: 0.45, Bbox: [25.446603775024414, 1983.4556884765625, 2269.8359375, 2588.41943359375]
Text: материалы, Number: 24, Confidence: 0.45, Bbox: [25.446603775024414, 1983.4556884765625, 2269.8359375, 2588.41943359375]
Text: рассматриваются, Number: 24, Confidence: 0.45, Bbox: [25.446603775024414, 1983.4556884765625, 2269.8359375, 2588.41943359375]
Text: в, Number: 24, Confidence: 0.45, Bbox: [25.446603775024414, 1983.4556884765625, 2269.8359375, 2588.41943359375]
Text: комплекте, Number: 24, Confidence: 0.45, Bbox: [25.446603775024414, 1983.4556884765625, 2269.8359375, 2588.41943359375]
Text: no22), Number: 22, Confidence: 0.31, Bbox: [47.45642852783203, 45.13955307006836, 2288.312744140625, 1815.6102294921875]
Text: Такой, Number: 22, Confidence: 0.31, Bbox: [47.45642852783203, 45.13955307006836, 2288.312744140625, 1815.6102294921875]
Text: контроль, Number: 22, Confidence: 0.31, Bbox: [47.45642852783203, 45.13955307006836, 2288.312744140625, 1815.6102294921875]
Text: не, Number: 22, Confidence: 0.31, Bbox: [47.45642852783203, 45.13955307006836, 2288.312744140625, 1815.6102294921875]
Text: является, Number: 22, Confidence: 0.31, Bbox: [47.45642852783203, 45.13955307006836, 2288.312744140625, 1815.6102294921875]
Text: адекватным, Number: 22, Confidence: 0.31, Bbox: [47.45642852783203, 45.13955307006836, 2288.312744140625, 1815.6102294921875]
Text: так, Number: 22, Confidence: 0.31, Bbox: [47.45642852783203, 45.13955307006836, 2288.312744140625, 1815.6102294921875]
Text: как, Number: 22, Confidence: 0.31, Bbox: [47.45642852783203, 45.13955307006836, 2288.312744140625, 1815.6102294921875]
Text: при, Number: 22, Confidence: 0.31, Bbox: [47.45642852783203, 45.13955307006836, 2288.312744140625, 1815.6102294921875]
Text: постановке, Number: 22, Confidence: 0.31, Bbox: [47.45642852783203, 45.13955307006836, 2288.312744140625, 1815.6102294921875]
Text: отражательного, Number: 22, Confidence: 0.31, Bbox: [47.45642852783203, 45.13955307006836, 2288.312744140625, 1815.6102294921875]
Text: контроля, Number: 22, Confidence: 0.31, Bbox: [47.45642852783203, 45.13955307006836, 2288.312744140625, 1815.6102294921875]
