Text: Схема, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: первого, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: скрещивания, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: (28), Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: р, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: а, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: Х, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: ф, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: нормал, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: развитие, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: Аномалия, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: развития, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: кисти, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: гипертрихоз, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: отсутс, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: гипертрихоза, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: -с, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: некрассоверные., Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: кроссовере, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: Генотипы, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: фенотипы, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: возможных, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: дочерей, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: а, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: ха-ха, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: -с, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: нормал, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: развитие, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: кисти, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: отсутс, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: гипертрихоз, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: а, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: -с, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: -с, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: аномалия, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: развития, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: отсутс, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: гипертрихоз, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: генотипы, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: и, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: стрекотал, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: возможных, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: сыновей, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: в, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: хаульакомалия, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: развития, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: кисти, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: гипертрихоз, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: нормал, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: развитие, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: кисти, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: гипертрихоз, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: Схема, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: второго, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: скрещивания, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: окончания, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: ф, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: развития, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: кисти, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: нормальное, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: развитие, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: кисти, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: отсутс, Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
Text: эллертрикоза., Number: 28, Confidence: 0.90, Bbox: [35.63616180419922, 87.58283233642578, 2308.33447265625, 2590.0]
