Text: no28, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: агент, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: аномалии, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: в, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: развитии, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: кисти, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: багер, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: вся, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: раз, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: вар, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: виться, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: кисти, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: из, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: евген, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: нормы, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: волочения, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: ушной, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: раковины, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: евген, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: территорияхоза., Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: -с, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: а, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: в, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: -с, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: в, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: выпрем, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: несть, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: норм, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: уми, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
Text: аномалия, Number: 28, Confidence: 0.84, Bbox: [18.81683349609375, 0.497955322265625, 2250.255859375, 2590.0]
