Text: ВНИМАНИЕ, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: Все, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: бланки, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: и, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: контрольные, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: измерительные, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: материальные, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: материалы, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: рассматриваются, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: в, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: комплекте, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: -де, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: Проводя, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: эксперимент, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: исследователь, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: хотел, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: молви, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: ребавзависимость, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: вирусных, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: валину, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: при, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: добавлении, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: пении, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: в, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: образец, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: препарата, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: чтобы, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: вылепить, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: будет, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: пи, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: противовирусной, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: катара, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: отрицать, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: численность, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: вирусов, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: потому, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: адекватным, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: отрицательным, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: контролем, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: мышко, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: считать, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: помещение, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: в, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: клетки, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: человека, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: ласочку, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: вна, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: в, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: новшестве, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: -де, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: гамле, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: и, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: срав, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: сравнение, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: изменения, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: численности, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: голоса, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: без, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: препарата, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: с, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: копания, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: проведенными, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: раннее, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: в, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: общ, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: в, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: других, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: загулах, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: Остальные, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: условия, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: полневшие, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: обраща, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: в, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: описании, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: экспер, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: перицентр, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: оставить, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: неизменными, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: -с, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: а, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: а, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: р, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: ана, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: а, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: а, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: а, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: -с, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: аба, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: а, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: -с, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: -с, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: закон, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: наруш, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: -де, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: а, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: а, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: -с, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: -с, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: таба, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: а, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: 10000, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: 0,000), Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: -с, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: частота, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: пошат, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: встречаемость, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: а, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: -с, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: а, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: а, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: 0,0001, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: а, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: -де, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: -с, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: частота, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: встречаемость, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: рецессия, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: массивной, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: латентного, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: а, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: -с, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: -с, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: а, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: а, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: а, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: -с, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: -с, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: а, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: частота, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: встречаем, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: меняет, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: коронального, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: сн, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: сред, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: арист, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: меняет, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: корняльного, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: сн, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: сред, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
Text: рист, Number: 22, Confidence: 0.61, Bbox: [18.214643478393555, 74.68453216552734, 2302.128173828125, 1490.863037109375]
