Text: no23., Number: 22, Confidence: 0.40, Bbox: [48.24114990234375, 21.735898971557617, 2295.3974609375, 1624.609130859375]
Text: -с, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: лекарственный, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: препарат, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: не, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: разрушает, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: зараженные, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: частицы, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: потому, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: что, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: их, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: воинство, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: то, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: впитается, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: возрастает, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: -с, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: при, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: ВИЧ, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: лекарственные, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: препараты, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: ослаб, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: имеют, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: от, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: действие, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: вирусных, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: частиц, Number: 22, Confidence: 0.40, Bbox: [48.24114990234375, 21.735898971557617, 2295.3974609375, 1624.609130859375]
Text: и, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: помогают, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: поддерживать, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
Text: иммунитет, Number: 25, Confidence: 0.44, Bbox: [60.50700759887695, 36.00950622558594, 2309.295654296875, 1598.6148681640625]
