Text: босс, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: бланки, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: и, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: контрольные, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: измерительные, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: материалы, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: рассматриваются, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: в, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: комплекте, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: -с, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: -с, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: Отрицательный, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: контрольизмерить, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: вирусных, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: частиц, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: до, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: заражения, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: клетки, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: вирусом, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: отрицательный, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: контроль, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: не, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: является, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: адекватным, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: так, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: для, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: точности, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: эксперимента, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: года, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: и, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: отслеживания, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: закономерностей, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: необходимо, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: узнать, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: политеистов, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: частиц, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: до, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: заражения, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: 5.2.4, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
Text: -с, Number: 22, Confidence: 0.45, Bbox: [51.06709671020508, 44.400089263916016, 2298.260498046875, 912.3947143554688]
