Text: а, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: сломаны, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: листик, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: х, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: нормальные, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: кисти, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: английский, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: пистик, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: анормальный, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: писать, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: ангиомы, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: хук, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: нормальные, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: от, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: листик, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: -с, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: да, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: в, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: первом, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: браке, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: возможно, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: рождения, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: ребенка, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: нормальным, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: ти, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: приста, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: и, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: и, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: гипертрихозом, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: ана, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: сад, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: так, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: материнская, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: цемента, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: -де, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: сходится, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: с, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: отцовым, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: ауди, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: птичьи, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: имеет, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: признак, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: интертриха., Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
Text: анализов, Number: 28, Confidence: 0.83, Bbox: [8.910831451416016, 0.0, 2268.93408203125, 1198.5699462890625]
