Text: Все, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: бланки, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: и, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: контрольные, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: измерительные, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: материалы, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: риалы, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: рассматриваются, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: в, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: комплекте, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: -де, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: Такой, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: контроль, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: не, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: является, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: адекватным, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: т, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: к, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: при, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: отрицательном, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: контроле, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: изучаемый, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: объект, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: не, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: подвергается, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: эксперимента, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: полу, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: воздействию, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: а, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: в, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: данном, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: случае, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: изучаемый, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: объект, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: подвергаться, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
Text: воздействию, Number: 24, Confidence: 0.32, Bbox: [0.0, 46.96125030517578, 2245.841064453125, 1032.0738525390625]
