Text: no23., Number: 22, Confidence: 0.38, Bbox: [36.39174270629883, 68.85912322998047, 2307.636474609375, 2565.4638671875]
Text: -с, Number: 22, Confidence: 0.38, Bbox: [36.39174270629883, 68.85912322998047, 2307.636474609375, 2565.4638671875]
Text: лекарственный, Number: 22, Confidence: 0.38, Bbox: [36.39174270629883, 68.85912322998047, 2307.636474609375, 2565.4638671875]
Text: препарат, Number: 22, Confidence: 0.38, Bbox: [36.39174270629883, 68.85912322998047, 2307.636474609375, 2565.4638671875]
Text: действует, Number: 22, Confidence: 0.38, Bbox: [36.39174270629883, 68.85912322998047, 2307.636474609375, 2565.4638671875]
Text: на, Number: 22, Confidence: 0.38, Bbox: [36.39174270629883, 68.85912322998047, 2307.636474609375, 2565.4638671875]
Text: за, Number: 22, Confidence: 0.38, Bbox: [36.39174270629883, 68.85912322998047, 2307.636474609375, 2565.4638671875]
Text: вирусные, Number: 24, Confidence: 0.32, Bbox: [28.59093475341797, 277.40655517578125, 2309.720947265625, 2575.5322265625]
Text: частицы, Number: 24, Confidence: 0.32, Bbox: [28.59093475341797, 277.40655517578125, 2309.720947265625, 2575.5322265625]
Text: останавливая, Number: 24, Confidence: 0.32, Bbox: [28.59093475341797, 277.40655517578125, 2309.720947265625, 2575.5322265625]
Text: их, Number: 24, Confidence: 0.32, Bbox: [28.59093475341797, 277.40655517578125, 2309.720947265625, 2575.5322265625]
Text: угнетение, Number: 24, Confidence: 0.32, Bbox: [28.59093475341797, 277.40655517578125, 2309.720947265625, 2575.5322265625]
Text: и, Number: 24, Confidence: 0.32, Bbox: [28.59093475341797, 277.40655517578125, 2309.720947265625, 2575.5322265625]
Text: разрушая, Number: 24, Confidence: 0.32, Bbox: [28.59093475341797, 277.40655517578125, 2309.720947265625, 2575.5322265625]
Text: различай, Number: 24, Confidence: 0.32, Bbox: [28.59093475341797, 277.40655517578125, 2309.720947265625, 2575.5322265625]
Text: кладя, Number: 24, Confidence: 0.32, Bbox: [28.59093475341797, 277.40655517578125, 2309.720947265625, 2575.5322265625]
Text: вирус, Number: 24, Confidence: 0.32, Bbox: [28.59093475341797, 277.40655517578125, 2309.720947265625, 2575.5322265625]
Text: русские, Number: 24, Confidence: 0.32, Bbox: [28.59093475341797, 277.40655517578125, 2309.720947265625, 2575.5322265625]
Text: частицы, Number: 24, Confidence: 0.32, Bbox: [28.59093475341797, 277.40655517578125, 2309.720947265625, 2575.5322265625]
Text: количество, Number: 24, Confidence: 0.32, Bbox: [28.59093475341797, 277.40655517578125, 2309.720947265625, 2575.5322265625]
Text: вирус, Number: 24, Confidence: 0.32, Bbox: [28.59093475341797, 277.40655517578125, 2309.720947265625, 2575.5322265625]
Text: частиц, Number: 24, Confidence: 0.32, Bbox: [28.59093475341797, 277.40655517578125, 2309.720947265625, 2575.5322265625]
Text: практически, Number: 24, Confidence: 0.32, Bbox: [28.59093475341797, 277.40655517578125, 2309.720947265625, 2575.5322265625]
