Text: аномалия, Number: 28, Confidence: 0.77, Bbox: [3.6862525939941406, 85.11578369140625, 2258.763427734375, 2590.0]
Text: в, Number: 28, Confidence: 0.77, Bbox: [3.6862525939941406, 85.11578369140625, 2258.763427734375, 2590.0]
Text: развитии, Number: 28, Confidence: 0.77, Bbox: [3.6862525939941406, 85.11578369140625, 2258.763427734375, 2590.0]
Text: кисти, Number: 28, Confidence: 0.77, Bbox: [3.6862525939941406, 85.11578369140625, 2258.763427734375, 2590.0]
Text: А, Number: 28, Confidence: 0.77, Bbox: [3.6862525939941406, 85.11578369140625, 2258.763427734375, 2590.0]
Text: отсутствие, Number: 28, Confidence: 0.77, Bbox: [3.6862525939941406, 85.11578369140625, 2258.763427734375, 2590.0]
Text: аномалии, Number: 28, Confidence: 0.77, Bbox: [3.6862525939941406, 85.11578369140625, 2258.763427734375, 2590.0]
Text: анормальная, Number: 28, Confidence: 0.77, Bbox: [3.6862525939941406, 85.11578369140625, 2258.763427734375, 2590.0]
Text: кисть, Number: 28, Confidence: 0.77, Bbox: [3.6862525939941406, 85.11578369140625, 2258.763427734375, 2590.0]
Text: гипертрихоз, Number: 28, Confidence: 0.77, Bbox: [3.6862525939941406, 85.11578369140625, 2258.763427734375, 2590.0]
Text: отсутствие, Number: 28, Confidence: 0.77, Bbox: [3.6862525939941406, 85.11578369140625, 2258.763427734375, 2590.0]
Text: гипертрихоза, Number: 28, Confidence: 0.77, Bbox: [3.6862525939941406, 85.11578369140625, 2258.763427734375, 2590.0]
Text: -с, Number: 28, Confidence: 0.77, Bbox: [3.6862525939941406, 85.11578369140625, 2258.763427734375, 2590.0]
Text: а, Number: 28, Confidence: 0.77, Bbox: [3.6862525939941406, 85.11578369140625, 2258.763427734375, 2590.0]
Text: у, Number: 28, Confidence: 0.77, Bbox: [3.6862525939941406, 85.11578369140625, 2258.763427734375, 2590.0]
Text: а, Number: 28, Confidence: 0.77, Bbox: [3.6862525939941406, 85.11578369140625, 2258.763427734375, 2590.0]
Text: жен, Number: 28, Confidence: 0.77, Bbox: [3.6862525939941406, 85.11578369140625, 2258.763427734375, 2590.0]
Text: нормальное, Number: 28, Confidence: 0.77, Bbox: [3.6862525939941406, 85.11578369140625, 2258.763427734375, 2590.0]
Text: развитие, Number: 28, Confidence: 0.77, Bbox: [3.6862525939941406, 85.11578369140625, 2258.763427734375, 2590.0]
Text: кисти, Number: 28, Confidence: 0.77, Bbox: [3.6862525939941406, 85.11578369140625, 2258.763427734375, 2590.0]
Text: отсутствие, Number: 28, Confidence: 0.77, Bbox: [3.6862525939941406, 85.11578369140625, 2258.763427734375, 2590.0]
Text: гипертрихоза, Number: 28, Confidence: 0.77, Bbox: [3.6862525939941406, 85.11578369140625, 2258.763427734375, 2590.0]
