Text: -де, Number: none, Confidence: none, Bbox: none
Text: Такой, Number: none, Confidence: none, Bbox: none
Text: отрицательный, Number: none, Confidence: none, Bbox: none
Text: контроль, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: является, Number: none, Confidence: none, Bbox: none
Text: адекватен, Number: none, Confidence: none, Bbox: none
Text: ным, Number: none, Confidence: none, Bbox: none
Text: так, Number: none, Confidence: none, Bbox: none
Text: как, Number: none, Confidence: none, Bbox: none
Text: препарат, Number: none, Confidence: none, Bbox: none
Text: купленный, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: латекс, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: предназгода, Number: none, Confidence: none, Bbox: none
Text: для, Number: none, Confidence: none, Bbox: none
Text: борьбы, Number: none, Confidence: none, Bbox: none
Text: с, Number: none, Confidence: none, Bbox: none
Text: вирусом, Number: none, Confidence: none, Bbox: none
Text: иммунодефицита, Number: none, Confidence: none, Bbox: none
Text: человека, Number: none, Confidence: none, Bbox: none
Text: Для, Number: none, Confidence: none, Bbox: none
Text: постановки, Number: none, Confidence: none, Bbox: none
Text: отрицательного, Number: none, Confidence: none, Bbox: none
Text: контроля, Number: none, Confidence: none, Bbox: none
Text: нужно, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: добавлять, Number: none, Confidence: none, Bbox: none
Text: лекарственный, Number: none, Confidence: none, Bbox: none
Text: препарат, Number: none, Confidence: none, Bbox: none
Text: все, Number: none, Confidence: none, Bbox: none
Text: остальные, Number: none, Confidence: none, Bbox: none
Text: параметры, Number: none, Confidence: none, Bbox: none
Text: оставить, Number: none, Confidence: none, Bbox: none
Text: неизменными, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Нельзя, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
Text: тестируемый, Number: none, Confidence: none, Bbox: none
Text: препарат, Number: none, Confidence: none, Bbox: none
Text: разрубает, Number: none, Confidence: none, Bbox: none
Text: вирусные, Number: none, Confidence: none, Bbox: none
Text: частицы, Number: none, Confidence: none, Bbox: none
Text: так, Number: none, Confidence: none, Bbox: none
Text: как, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: данным, Number: none, Confidence: none, Bbox: none
Text: количество, Number: none, Confidence: none, Bbox: none
Text: вирусных, Number: none, Confidence: none, Bbox: none
Text: частиц, Number: none, Confidence: none, Bbox: none
Text: после, Number: none, Confidence: none, Bbox: none
Text: внесения, Number: none, Confidence: none, Bbox: none
Text: перека, Number: none, Confidence: none, Bbox: none
Text: рата, Number: none, Confidence: none, Bbox: none
Text: практически, Number: none, Confidence: none, Bbox: none
Text: изменилось, Number: none, Confidence: none, Bbox: none
Text: Установить, Number: none, Confidence: none, Bbox: none
Text: влияет, Number: none, Confidence: none, Bbox: none
Text: ли, Number: none, Confidence: none, Bbox: none
Text: препарат, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: целостность, Number: none, Confidence: none, Bbox: none
Text: вирусных, Number: none, Confidence: none, Bbox: none
Text: частиц, Number: none, Confidence: none, Bbox: none
Text: позволяет, Number: none, Confidence: none, Bbox: none
Text: метод, Number: none, Confidence: none, Bbox: none
Text: клеточной, Number: none, Confidence: none, Bbox: none
Text: инженерии, Number: none, Confidence: none, Bbox: none
Text: Разработку, Number: none, Confidence: none, Bbox: none
Text: противовирусных, Number: none, Confidence: none, Bbox: none
Text: препаратов, Number: none, Confidence: none, Bbox: none
Text: усложняют, Number: none, Confidence: none, Bbox: none
Text: такие, Number: none, Confidence: none, Bbox: none
Text: особенности, Number: none, Confidence: none, Bbox: none
Text: жизненного, Number: none, Confidence: none, Bbox: none
Text: цикла, Number: none, Confidence: none, Bbox: none
Text: вирусов, Number: none, Confidence: none, Bbox: none
Text: как, Number: none, Confidence: none, Bbox: none
Text: приспособленность, Number: none, Confidence: none, Bbox: none
Text: к, Number: none, Confidence: none, Bbox: none
Text: среды, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: быстрое, Number: none, Confidence: none, Bbox: none
Text: размножение, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: На, Number: none, Confidence: none, Bbox: none
Text: рисунке, Number: none, Confidence: none, Bbox: none
Text: А, Number: none, Confidence: none, Bbox: none
Text: отображен, Number: none, Confidence: none, Bbox: none
Text: безусловный, Number: none, Confidence: none, Bbox: none
Text: рефлекс, Number: none, Confidence: none, Bbox: none
Text: симоно, Number: none, Confidence: none, Bbox: none
Text: отделения, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: отсутствует, Number: none, Confidence: none, Bbox: none
Text: безразличный, Number: none, Confidence: none, Bbox: none
Text: раздражитель, Number: none, Confidence: none, Bbox: none
Text: Рефлекторный, Number: none, Confidence: none, Bbox: none
Text: центр, Number: none, Confidence: none, Bbox: none
Text: безусловного, Number: none, Confidence: none, Bbox: none
Text: слюноотделительного, Number: none, Confidence: none, Bbox: none
Text: рефлекса, Number: none, Confidence: none, Bbox: none
Text: расположен, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: головном, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: мозге, Number: none, Confidence: none, Bbox: none
Text: собаки, Number: none, Confidence: none, Bbox: none
Text: инстинкт, Number: none, Confidence: none, Bbox: none
Text: врожден, Number: none, Confidence: none, Bbox: none
Text: закономерность, Number: none, Confidence: none, Bbox: none
Text: поведения, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: определенных, Number: none, Confidence: none, Bbox: none
Text: обстоятель, Number: none, Confidence: none, Bbox: none
Text: безусловный, Number: none, Confidence: none, Bbox: none
Text: рефлекс, Number: none, Confidence: none, Bbox: none
Text: врожденная, Number: none, Confidence: none, Bbox: none
Text: за, Number: none, Confidence: none, Bbox: none
Text: законо, Number: none, Confidence: none, Bbox: none
Text: мозге, Number: none, Confidence: none, Bbox: none
Text: собаки., Number: none, Confidence: none, Bbox: none
Text: Инстинкт-, Number: none, Confidence: none, Bbox: none
Text: это, Number: none, Confidence: none, Bbox: none
Text: врожден, Number: none, Confidence: none, Bbox: none
Text: ная, Number: none, Confidence: none, Bbox: none
Text: закономерность, Number: none, Confidence: none, Bbox: none
Text: поведения, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: определенных, Number: none, Confidence: none, Bbox: none
Text: обстоятель, Number: none, Confidence: none, Bbox: none
Text: ствах, Number: none, Confidence: none, Bbox: none
Text: резусловный, Number: none, Confidence: none, Bbox: none
Text: рефлекс-, Number: none, Confidence: none, Bbox: none
Text: это, Number: none, Confidence: none, Bbox: none
Text: врожденная, Number: none, Confidence: none, Bbox: none
Text: за, Number: none, Confidence: none, Bbox: none
Text: законо-, Number: none, Confidence: none, Bbox: none
