Text: а, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: Независимая, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: -с, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: препарата, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: зависимаяполичество, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: синусных, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: в, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: образце, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: -с, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: Такой, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: контроль, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: является, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: неадекватным, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: так, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: как, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: в, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: отрица, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: отрицательном, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: позитроне, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: нужно, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: исключить, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: действие, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: лекарственного, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: препарата, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: -с, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: Отрицательный, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: контроль, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: пушное, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: ов, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: оставить, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: клетку, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
Text: зараженную, Number: 22, Confidence: 0.40, Bbox: [5.272003173828125, 50.04335403442383, 2259.159912109375, 533.8870849609375]
