Text: -с, Number: 22, Confidence: 0.55, Bbox: [27.11435890197754, 1129.3414306640625, 2296.89208984375, 2548.653564453125]
Text: экспериментатор, Number: 22, Confidence: 0.55, Bbox: [27.11435890197754, 1129.3414306640625, 2296.89208984375, 2548.653564453125]
Text: чтобы, Number: 22, Confidence: 0.55, Bbox: [27.11435890197754, 1129.3414306640625, 2296.89208984375, 2548.653564453125]
Text: поставить, Number: 22, Confidence: 0.55, Bbox: [27.11435890197754, 1129.3414306640625, 2296.89208984375, 2548.653564453125]
Text: отрицательна, Number: 22, Confidence: 0.55, Bbox: [27.11435890197754, 1129.3414306640625, 2296.89208984375, 2548.653564453125]
Text: контроль, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: через, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: алча, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: добавляем, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: к, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: клеткам, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: противовесу, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: ный, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: препарат, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: купленное, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: в, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: аптеке, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: -с, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: Такой, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: отрицательный, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: контраст, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: николя, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: считать, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: адекватным, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: тк, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: для, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: постановки, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: отрицательного, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: контроля, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: в, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: этом, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: эксперименте, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: не, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: надо, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: добавлять, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: противовирусный, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: препарат, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: к, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: выслужившие, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: чащам, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: заря, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: которые, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: завозный, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: клетки, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: кишке, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: зат, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: человека, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: добавлять, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: противовесу, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: сновальном, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: -с, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: ч, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: экстрим, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: -с, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: Так, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: же, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
Text: для, Number: 25, Confidence: 0.37, Bbox: [31.760953903198242, 157.32301330566406, 2293.72216796875, 2577.80078125]
