Text: Данный, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: бланк, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: использовать, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: только, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: после, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: заполнения, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: обоих, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: Листов, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: основного, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: бланка, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: ответов, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: -с, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: а, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: -де, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: а, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: -с, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: На, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: по, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: рисунке, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: -с, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: Рефлекторный, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: центр, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: щоб, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: находится, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: под, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: иллюзорен, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: обозначен, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: аид, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: аиду, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: задержит, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: -с, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: в, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: головном, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: мозге, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: -с, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: безустанный, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: горяч, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: перенять, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: передела, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: по, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: набережн, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: и, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: существует, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: с, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: рождения, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: чистик, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: вырабатывается, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: в, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: произ, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: при, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: жизни, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: на, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: определ, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: фактор, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: при, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: определяющих, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: года, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: условиях, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: условия, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: бразильцы, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: редакци, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: срабатывает, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: нул, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: определ, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
Text: убывать, Number: 22, Confidence: 0.46, Bbox: [0.0, 77.74574279785156, 2269.728271484375, 1870.7650146484375]
