Text: -с, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Противовирусный, Number: none, Confidence: none, Bbox: none
Text: препарат, Number: none, Confidence: none, Bbox: none
Text: может, Number: none, Confidence: none, Bbox: none
Text: отрицательно, Number: none, Confidence: none, Bbox: none
Text: сказаться, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: жирной, Number: none, Confidence: none, Bbox: none
Text: деятельности, Number: none, Confidence: none, Bbox: none
Text: вируса, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: позволит, Number: none, Confidence: none, Bbox: none
Text: достоверно, Number: none, Confidence: none, Bbox: none
Text: установить, Number: none, Confidence: none, Bbox: none
Text: эффективность, Number: none, Confidence: none, Bbox: none
Text: поедаемого, Number: none, Confidence: none, Bbox: none
Text: препарата, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: вн, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: использовать, Number: none, Confidence: none, Bbox: none
Text: заказать, Number: none, Confidence: none, Bbox: none
Text: плетку, Number: none, Confidence: none, Bbox: none
Text: на, Number: none, Confidence: none, Bbox: none
Text: ней, Number: none, Confidence: none, Bbox: none
Text: никаких, Number: none, Confidence: none, Bbox: none
Text: препаратов, Number: none, Confidence: none, Bbox: none
Text: Остальные, Number: none, Confidence: none, Bbox: none
Text: условия, Number: none, Confidence: none, Bbox: none
Text: оставить, Number: none, Confidence: none, Bbox: none
Text: без, Number: none, Confidence: none, Bbox: none
Text: изменений, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: no23., Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: так, Number: none, Confidence: none, Bbox: none
Text: сузят, Number: none, Confidence: none, Bbox: none
Text: по, Number: none, Confidence: none, Bbox: none
Text: таблице, Number: none, Confidence: none, Bbox: none
Text: после, Number: none, Confidence: none, Bbox: none
Text: введения, Number: none, Confidence: none, Bbox: none
Text: препарата, Number: none, Confidence: none, Bbox: none
Text: наблюдалось, Number: none, Confidence: none, Bbox: none
Text: смежные, Number: none, Confidence: none, Bbox: none
Text: бичуемой, Number: none, Confidence: none, Bbox: none
Text: нагрузки, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: домилераза, Number: none, Confidence: none, Bbox: none
Text: успеха, Number: none, Confidence: none, Bbox: none
Text: реализуя, Number: none, Confidence: none, Bbox: none
Text: ктура, Number: none, Confidence: none, Bbox: none
Text: его, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: быстрые, Number: none, Confidence: none, Bbox: none
Text: радии, Number: none, Confidence: none, Bbox: none
Text: позволяют, Number: none, Confidence: none, Bbox: none
Text: ведущем, Number: none, Confidence: none, Bbox: none
Text: решить, Number: none, Confidence: none, Bbox: none
Text: авалист, Number: none, Confidence: none, Bbox: none
Text: вокруг, Number: none, Confidence: none, Bbox: none
Text: набира, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: слетели, Number: none, Confidence: none, Bbox: none
Text: чего, Number: none, Confidence: none, Bbox: none
Text: препарат, Number: none, Confidence: none, Bbox: none
Text: будет, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: эффект, Number: none, Confidence: none, Bbox: none
Text: ви, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: непрошибаемость, Number: none, Confidence: none, Bbox: none
Text: вдутый, Number: none, Confidence: none, Bbox: none
Text: частицы, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: простое, Number: none, Confidence: none, Bbox: none
Text: устройство, Number: none, Confidence: none, Bbox: none
