Text: (22), Number: 22, Confidence: 0.38, Bbox: [54.93761444091797, 0.9826960563659668, 2306.914794921875, 403.6886291503906]
Text: Отрицательный, Number: 22, Confidence: 0.38, Bbox: [54.93761444091797, 0.9826960563659668, 2306.914794921875, 403.6886291503906]
Text: контрольинтеллективирование, Number: 22, Confidence: 0.38, Bbox: [54.93761444091797, 0.9826960563659668, 2306.914794921875, 403.6886291503906]
Text: не, Number: 22, Confidence: 0.38, Bbox: [54.93761444091797, 0.9826960563659668, 2306.914794921875, 403.6886291503906]
Text: добавлять, Number: 22, Confidence: 0.38, Bbox: [54.93761444091797, 0.9826960563659668, 2306.914794921875, 403.6886291503906]
Text: противовирусный, Number: 22, Confidence: 0.38, Bbox: [54.93761444091797, 0.9826960563659668, 2306.914794921875, 403.6886291503906]
Text: препарат, Number: 22, Confidence: 0.38, Bbox: [54.93761444091797, 0.9826960563659668, 2306.914794921875, 403.6886291503906]
Text: в, Number: 22, Confidence: 0.38, Bbox: [54.93761444091797, 0.9826960563659668, 2306.914794921875, 403.6886291503906]
Text: зараженные, Number: 22, Confidence: 0.38, Bbox: [54.93761444091797, 0.9826960563659668, 2306.914794921875, 403.6886291503906]
Text: клетки, Number: 22, Confidence: 0.38, Bbox: [54.93761444091797, 0.9826960563659668, 2306.914794921875, 403.6886291503906]
Text: все, Number: 22, Confidence: 0.38, Bbox: [54.93761444091797, 0.9826960563659668, 2306.914794921875, 403.6886291503906]
Text: вс, Number: 22, Confidence: 0.38, Bbox: [54.93761444091797, 0.9826960563659668, 2306.914794921875, 403.6886291503906]
Text: другие, Number: 22, Confidence: 0.38, Bbox: [54.93761444091797, 0.9826960563659668, 2306.914794921875, 403.6886291503906]
Text: толкатели, Number: 22, Confidence: 0.38, Bbox: [54.93761444091797, 0.9826960563659668, 2306.914794921875, 403.6886291503906]
Text: оставить, Number: 22, Confidence: 0.38, Bbox: [54.93761444091797, 0.9826960563659668, 2306.914794921875, 403.6886291503906]
Text: другие, Number: 22, Confidence: 0.38, Bbox: [54.93761444091797, 0.9826960563659668, 2306.914794921875, 403.6886291503906]
Text: без, Number: 22, Confidence: 0.38, Bbox: [54.93761444091797, 0.9826960563659668, 2306.914794921875, 403.6886291503906]
Text: изменений, Number: 22, Confidence: 0.38, Bbox: [54.93761444091797, 0.9826960563659668, 2306.914794921875, 403.6886291503906]
Text: (1:,, Number: 22, Confidence: 0.38, Bbox: [54.93761444091797, 0.9826960563659668, 2306.914794921875, 403.6886291503906]
Text: определ, Number: 22, Confidence: 0.38, Bbox: [54.93761444091797, 0.9826960563659668, 2306.914794921875, 403.6886291503906]
Text: колов, Number: 22, Confidence: 0.38, Bbox: [54.93761444091797, 0.9826960563659668, 2306.914794921875, 403.6886291503906]
Text: вераскоп, Number: 22, Confidence: 0.38, Bbox: [54.93761444091797, 0.9826960563659668, 2306.914794921875, 403.6886291503906]
Text: частиц, Number: 22, Confidence: 0.38, Bbox: [54.93761444091797, 0.9826960563659668, 2306.914794921875, 403.6886291503906]
Text: Этот, Number: 22, Confidence: 0.38, Bbox: [54.93761444091797, 0.9826960563659668, 2306.914794921875, 403.6886291503906]
Text: контроль, Number: 22, Confidence: 0.38, Bbox: [54.93761444091797, 0.9826960563659668, 2306.914794921875, 403.6886291503906]
Text: являются, Number: 22, Confidence: 0.59, Bbox: [49.54729461669922, 0.0, 2294.75146484375, 612.0934448242188]
Text: неодневостным,, Number: 22, Confidence: 0.59, Bbox: [49.54729461669922, 0.0, 2294.75146484375, 612.0934448242188]
Text: так, Number: 22, Confidence: 0.59, Bbox: [49.54729461669922, 0.0, 2294.75146484375, 612.0934448242188]
Text: экспериментатор, Number: 22, Confidence: 0.59, Bbox: [49.54729461669922, 0.0, 2294.75146484375, 612.0934448242188]
Text: изучает, Number: 22, Confidence: 0.59, Bbox: [49.54729461669922, 0.0, 2294.75146484375, 612.0934448242188]
Text: влияние, Number: 22, Confidence: 0.59, Bbox: [49.54729461669922, 0.0, 2294.75146484375, 612.0934448242188]
Text: лекарственного, Number: 22, Confidence: 0.59, Bbox: [49.54729461669922, 0.0, 2294.75146484375, 612.0934448242188]
Text: протерта, Number: 22, Confidence: 0.59, Bbox: [49.54729461669922, 0.0, 2294.75146484375, 612.0934448242188]
Text: против, Number: 22, Confidence: 0.59, Bbox: [49.54729461669922, 0.0, 2294.75146484375, 612.0934448242188]
Text: вируса, Number: 22, Confidence: 0.59, Bbox: [49.54729461669922, 0.0, 2294.75146484375, 612.0934448242188]
Text: препарата, Number: 22, Confidence: 0.59, Bbox: [49.54729461669922, 0.0, 2294.75146484375, 612.0934448242188]
Text: без, Number: 22, Confidence: 0.59, Bbox: [49.54729461669922, 0.0, 2294.75146484375, 612.0934448242188]
Text: его, Number: 22, Confidence: 0.59, Bbox: [49.54729461669922, 0.0, 2294.75146484375, 612.0934448242188]
Text: внедрения, Number: 22, Confidence: 0.59, Bbox: [49.54729461669922, 0.0, 2294.75146484375, 612.0934448242188]
Text: изуча, Number: 22, Confidence: 0.59, Bbox: [49.54729461669922, 0.0, 2294.75146484375, 612.0934448242188]
Text: изучить, Number: 22, Confidence: 0.59, Bbox: [49.54729461669922, 0.0, 2294.75146484375, 612.0934448242188]
Text: не, Number: 22, Confidence: 0.59, Bbox: [49.54729461669922, 0.0, 2294.75146484375, 612.0934448242188]
Text: полесья, Number: 22, Confidence: 0.59, Bbox: [49.54729461669922, 0.0, 2294.75146484375, 612.0934448242188]
Text: изуча, Number: 22, Confidence: 0.59, Bbox: [49.54729461669922, 0.0, 2294.75146484375, 612.0934448242188]
Text: после, Number: 22, Confidence: 0.59, Bbox: [49.54729461669922, 0.0, 2294.75146484375, 612.0934448242188]
Text: нет, Number: 22, Confidence: 0.59, Bbox: [49.54729461669922, 0.0, 2294.75146484375, 612.0934448242188]
Text: так, Number: 22, Confidence: 0.59, Bbox: [49.54729461669922, 0.0, 2294.75146484375, 612.0934448242188]
Text: введения, Number: 22, Confidence: 0.59, Bbox: [49.54729461669922, 0.0, 2294.75146484375, 612.0934448242188]
Text: трепетала, Number: 22, Confidence: 0.37, Bbox: [43.08845138549805, 653.825927734375, 2287.86572265625, 1437.520751953125]
Text: а, Number: 22, Confidence: 0.37, Bbox: [43.08845138549805, 653.825927734375, 2287.86572265625, 1437.520751953125]
Text: голово, Number: 22, Confidence: 0.37, Bbox: [43.08845138549805, 653.825927734375, 2287.86572265625, 1437.520751953125]
Text: вирусных, Number: 22, Confidence: 0.37, Bbox: [43.08845138549805, 653.825927734375, 2287.86572265625, 1437.520751953125]
Text: частиц, Number: 22, Confidence: 0.37, Bbox: [43.08845138549805, 653.825927734375, 2287.86572265625, 1437.520751953125]
Text: продолжало, Number: 22, Confidence: 0.37, Bbox: [43.08845138549805, 653.825927734375, 2287.86572265625, 1437.520751953125]
Text: расти, Number: 22, Confidence: 0.37, Bbox: [43.08845138549805, 653.825927734375, 2287.86572265625, 1437.520751953125]
Text: ниточная, Number: 22, Confidence: 0.37, Bbox: [43.08845138549805, 653.825927734375, 2287.86572265625, 1437.520751953125]
Text: инженерия, Number: 22, Confidence: 0.37, Bbox: [43.08845138549805, 653.825927734375, 2287.86572265625, 1437.520751953125]
Text: -с, Number: 22, Confidence: 0.37, Bbox: [43.08845138549805, 653.825927734375, 2287.86572265625, 1437.520751953125]
Text: Вирусы, Number: 22, Confidence: 0.37, Bbox: [43.08845138549805, 653.825927734375, 2287.86572265625, 1437.520751953125]
Text: способны, Number: 22, Confidence: 0.37, Bbox: [43.08845138549805, 653.825927734375, 2287.86572265625, 1437.520751953125]
Text: пробрить, Number: 22, Confidence: 0.37, Bbox: [43.08845138549805, 653.825927734375, 2287.86572265625, 1437.520751953125]
Text: изнурите, Number: 22, Confidence: 0.37, Bbox: [43.08845138549805, 653.825927734375, 2287.86572265625, 1437.520751953125]
