Text: -с, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Отрицательный, Number: none, Confidence: none, Bbox: none
Text: контроль, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: экспериментальный, Number: none, Confidence: none, Bbox: none
Text: контроль, Number: none, Confidence: none, Bbox: none
Text: при, Number: none, Confidence: none, Bbox: none
Text: котором, Number: none, Confidence: none, Bbox: none
Text: изучаемый, Number: none, Confidence: none, Bbox: none
Text: объект, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: подвергается, Number: none, Confidence: none, Bbox: none
Text: экспериментальному, Number: none, Confidence: none, Bbox: none
Text: воздействию, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Предложенный, Number: none, Confidence: none, Bbox: none
Text: контроль, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: является, Number: none, Confidence: none, Bbox: none
Text: адекватным, Number: none, Confidence: none, Bbox: none
Text: потому, Number: none, Confidence: none, Bbox: none
Text: что, Number: none, Confidence: none, Bbox: none
Text: экспериментатор, Number: none, Confidence: none, Bbox: none
Text: продолжал, Number: none, Confidence: none, Bbox: none
Text: подвергать, Number: none, Confidence: none, Bbox: none
Text: объект, Number: none, Confidence: none, Bbox: none
Text: экспериментальному, Number: none, Confidence: none, Bbox: none
Text: воздействиюдобавлял, Number: none, Confidence: none, Bbox: none
Text: к, Number: none, Confidence: none, Bbox: none
Text: противовирусный, Number: none, Confidence: none, Bbox: none
Text: препарат, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: добавлять, Number: none, Confidence: none, Bbox: none
Text: к, Number: none, Confidence: none, Bbox: none
Text: клеткам, Number: none, Confidence: none, Bbox: none
Text: противовирусный, Number: none, Confidence: none, Bbox: none
Text: препарат, Number: none, Confidence: none, Bbox: none
Text: Чтобы, Number: none, Confidence: none, Bbox: none
Text: посмотреть, Number: none, Confidence: none, Bbox: none
Text: будет, Number: none, Confidence: none, Bbox: none
Text: ли, Number: none, Confidence: none, Bbox: none
Text: расти, Number: none, Confidence: none, Bbox: none
Text: количество, Number: none, Confidence: none, Bbox: none
Text: вирусных, Number: none, Confidence: none, Bbox: none
Text: частиц, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Остальные, Number: none, Confidence: none, Bbox: none
Text: параметры, Number: none, Confidence: none, Bbox: none
Text: оставляем, Number: none, Confidence: none, Bbox: none
Text: неизменными, Number: none, Confidence: none, Bbox: none
Text: (23), Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Тестируемый, Number: none, Confidence: none, Bbox: none
Text: препарат, Number: none, Confidence: none, Bbox: none
Text: незначительно, Number: none, Confidence: none, Bbox: none
Text: разрушает, Number: none, Confidence: none, Bbox: none
