Text: только, Number: 24, Confidence: 0.46, Bbox: [33.1864013671875, 2131.208251953125, 2310.0, 2590.0]
Text: ПОСЛЕ, Number: 24, Confidence: 0.46, Bbox: [33.1864013671875, 2131.208251953125, 2310.0, 2590.0]
Text: запоил, Number: 24, Confidence: 0.46, Bbox: [33.1864013671875, 2131.208251953125, 2310.0, 2590.0]
Text: женский, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: пол, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: без, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: гипертрихоза, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: без, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: без, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: аномалии, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: кисти, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: из, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: гипертрихоза, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: без, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: гномами, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: кисти, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: аномалии, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: кисти, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: без, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: амилами, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: клети, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: Мет, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: Муж, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: пол, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: без, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: гипертрихоза, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: без, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: атомами, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: кисти, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: защищать, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: без, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: гипертрихоза, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: без, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: аномалии, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: кисти, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: Рождение, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: в, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: в, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: первом, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: браке, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: ре, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: ребенка, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: с, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: корональным, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: развитием, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
Text: кистене, Number: 28, Confidence: 0.44, Bbox: [22.26077651977539, 24.941238403320312, 2306.25390625, 2271.595703125]
