Text: Все, Number: none, Confidence: none, Bbox: none
Text: бланки, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: контрольные, Number: none, Confidence: none, Bbox: none
Text: измерительные, Number: none, Confidence: none, Bbox: none
Text: материалы, Number: none, Confidence: none, Bbox: none
Text: рассматриваются, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: комплекте, Number: none, Confidence: none, Bbox: none
Text: Задание, Number: none, Confidence: none, Bbox: none
Text: -де, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: Такой, Number: none, Confidence: none, Bbox: none
Text: отрицательный, Number: none, Confidence: none, Bbox: none
Text: контроль, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: является, Number: none, Confidence: none, Bbox: none
Text: задека, Number: none, Confidence: none, Bbox: none
Text: ватным, Number: none, Confidence: none, Bbox: none
Text: так, Number: none, Confidence: none, Bbox: none
Text: как, Number: none, Confidence: none, Bbox: none
Text: он, Number: none, Confidence: none, Bbox: none
Text: не, Number: none, Confidence: none, Bbox: none
Text: дает, Number: none, Confidence: none, Bbox: none
Text: установить, Number: none, Confidence: none, Bbox: none
Text: результаты, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: данном, Number: none, Confidence: none, Bbox: none
Text: получаем, Number: none, Confidence: none, Bbox: none
Text: экспериментатор, Number: none, Confidence: none, Bbox: none
Text: введите, Number: none, Confidence: none, Bbox: none
Text: воскресник, Number: none, Confidence: none, Bbox: none
Text: прапора, Number: none, Confidence: none, Bbox: none
Text: арат, Number: none, Confidence: none, Bbox: none
Text: каждый, Number: none, Confidence: none, Bbox: none
Text: кроки, Number: none, Confidence: none, Bbox: none
Text: и, Number: none, Confidence: none, Bbox: none
Text: при, Number: none, Confidence: none, Bbox: none
Text: стайерских, Number: none, Confidence: none, Bbox: none
Text: вопите, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: одно, Number: none, Confidence: none, Bbox: none
Text: тоже, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: чтобы, Number: none, Confidence: none, Bbox: none
Text: поставить, Number: none, Confidence: none, Bbox: none
Text: отрицательный, Number: none, Confidence: none, Bbox: none
Text: контроль, Number: none, Confidence: none, Bbox: none
Text: нужно, Number: none, Confidence: none, Bbox: none
Text: оставить, Number: none, Confidence: none, Bbox: none
Text: одну, Number: none, Confidence: none, Bbox: none
Text: группу, Number: none, Confidence: none, Bbox: none
Text: плеток, Number: none, Confidence: none, Bbox: none
Text: атлет, Number: none, Confidence: none, Bbox: none
Text: провести, Number: none, Confidence: none, Bbox: none
Text: хотя, Number: none, Confidence: none, Bbox: none
Text: бы, Number: none, Confidence: none, Bbox: none
Text: бы, Number: none, Confidence: none, Bbox: none
Text: один, Number: none, Confidence: none, Bbox: none
Text: обсосет, Number: none, Confidence: none, Bbox: none
Text: при, Number: none, Confidence: none, Bbox: none
Text: удостоверения, Number: none, Confidence: none, Bbox: none
Text: при, Number: none, Confidence: none, Bbox: none
Text: парена, Number: none, Confidence: none, Bbox: none
Text: брато, Number: none, Confidence: none, Bbox: none
Text: также, Number: none, Confidence: none, Bbox: none
Text: для, Number: none, Confidence: none, Bbox: none
Text: достоверности, Number: none, Confidence: none, Bbox: none
Text: эксперименты, Number: none, Confidence: none, Bbox: none
Text: спе, Number: none, Confidence: none, Bbox: none
Text: дует, Number: none, Confidence: none, Bbox: none
Text: каждом, Number: none, Confidence: none, Bbox: none
Text: любом, Number: none, Confidence: none, Bbox: none
Text: вопите, Number: none, Confidence: none, Bbox: none
Text: прекос, Number: none, Confidence: none, Bbox: none
Text: ра, Number: none, Confidence: none, Bbox: none
Text: арат, Number: none, Confidence: none, Bbox: none
Text: в, Number: none, Confidence: none, Bbox: none
Text: ранее, Number: none, Confidence: none, Bbox: none
Text: время, Number: none, Confidence: none, Bbox: none
Text: если, Number: none, Confidence: none, Bbox: none
Text: оставить, Number: none, Confidence: none, Bbox: none
Text: доку, Number: none, Confidence: none, Bbox: none
Text: группу, Number: none, Confidence: none, Bbox: none
Text: плеток, Number: none, Confidence: none, Bbox: none
Text: про, Number: none, Confidence: none, Bbox: none
Text: про, Number: none, Confidence: none, Bbox: none
Text: вести, Number: none, Confidence: none, Bbox: none
Text: опыт, Number: none, Confidence: none, Bbox: none
Text: препарата, Number: none, Confidence: none, Bbox: none
Text: Исто, Number: none, Confidence: none, Bbox: none
Text: как, Number: none, Confidence: none, Bbox: none
Text: последн, Number: none, Confidence: none, Bbox: none
Text: изменятся, Number: none, Confidence: none, Bbox: none
Text: поликсена, Number: none, Confidence: none, Bbox: none
Text: черство, Number: none, Confidence: none, Bbox: none
Text: частиц, Number: none, Confidence: none, Bbox: none
Text: узнать, Number: none, Confidence: none, Bbox: none
Text: проти, Number: none, Confidence: none, Bbox: none
Text: выбираемого, Number: none, Confidence: none, Bbox: none
Text: препарата, Number: none, Confidence: none, Bbox: none
Text: -с, Number: none, Confidence: none, Bbox: none
Text: также, Number: none, Confidence: none, Bbox: none
Text: для, Number: none, Confidence: none, Bbox: none
Text: правильной, Number: none, Confidence: none, Bbox: none
Text: постановки, Number: none, Confidence: none, Bbox: none
Text: отличие, Number: none, Confidence: none, Bbox: none
Text: для, Number: none, Confidence: none, Bbox: none
Text: правильной, Number: none, Confidence: none, Bbox: none
Text: постановки, Number: none, Confidence: none, Bbox: none
Text: отличие, Number: none, Confidence: none, Bbox: none
