Text: no22, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: -с, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: Такой, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: отрицательный, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: контроль, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: не, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: является, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: адекватны, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: так, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: при, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: добавлении, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: противовирусного, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: препарата, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: из, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: аптеки, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: образец, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: вс, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: равно, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: подвергается, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: воздействию, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: а, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: при, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: отрицательном, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: отрица, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: подвергаться, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: воздействию, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: не, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: должен, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: -с, Number: 22, Confidence: 0.34, Bbox: [97.37892150878906, 21.300125122070312, 2299.1201171875, 574.8134155273438]
Text: Отрицательный, Number: 22, Confidence: 0.37, Bbox: [48.62326431274414, 32.75896453857422, 2288.70947265625, 1242.2861328125]
Text: контрольно, Number: 22, Confidence: 0.37, Bbox: [48.62326431274414, 32.75896453857422, 2288.70947265625, 1242.2861328125]
Text: добавлять, Number: 22, Confidence: 0.37, Bbox: [48.62326431274414, 32.75896453857422, 2288.70947265625, 1242.2861328125]
Text: к, Number: 22, Confidence: 0.37, Bbox: [48.62326431274414, 32.75896453857422, 2288.70947265625, 1242.2861328125]
